state,district,bio_total_sum,bio_total_mean,bio_total_std,bio_total_max,bio_total_min,demo_total_sum,demo_total_mean,demo_total_std,demo_total_max,demo_total_min,total_auth_sum,total_auth_mean,total_auth_std,total_auth_max,total_auth_min,bio_youth_sum,bio_youth_mean,bio_adult_sum,bio_adult_mean,demo_youth_sum,demo_youth_mean,demo_adult_sum,demo_adult_mean,num_pincodes,active_days,bio_demo_ratio,youth_adult_ratio,volume_per_pincode,daily_avg_volume,volatility_index,anomaly_label,anomaly_score,is_anomaly,anomaly_severity
Bihar,Purnea,5509.0,8.247005988023952,31.23010896818777,324.0,0.0,2974.0,4.452095808383233,7.1685079929773154,59.0,0.0,8483.0,12.699101796407186,31.965557726265974,324.0,0.0,1094.0,1.6377245508982037,4415.0,6.609281437125748,105.0,0.15718562874251496,2869.0,4.294910179640719,22,94,1.8518,0.1646,385.59,90.24,2.3334,1,0.15666802507469052,0,4.17
Bihar,Purnia,249510.0,78.19178940770918,342.3817071993299,6332.0,0.0,149285.0,46.78314008147916,154.14847495215156,5523.0,0.0,398795.0,124.97492948918834,419.0601665581254,9223.0,1.0,113358.0,35.52428705734879,136152.0,42.66750235036039,9804.0,3.072391099968662,139481.0,43.7107489815105,36,95,1.6714,0.4468,11077.64,4197.84,3.3265,1,0.08313522366182452,0,23.69
Bihar,Rohtas,125266.0,33.439935931660436,113.71979357800664,1615.0,0.0,123236.0,32.898024559530164,78.48106596958756,1697.0,0.0,248502.0,66.3379604911906,163.9222764650984,3312.0,1.0,55639.0,14.852909770421784,69627.0,18.587026161238654,10954.0,2.9241857981847303,112282.0,29.973838761345434,36,95,1.0165,0.3661,6902.83,2615.81,2.4343,1,0.13020343164081094,0,11.19
Bihar,Saharsa,136608.0,63.33240611961057,213.71816470802176,2371.0,0.0,85566.0,39.668984700973574,118.68886700044752,2130.0,0.0,222174.0,103.00139082058415,292.82498793685056,3869.0,1.0,47638.0,22.085303662494205,88970.0,41.24710245711636,6778.0,3.1423273064441353,78788.0,36.52665739452944,18,95,1.5965,0.3244,12343.0,2338.67,2.8156,1,0.1108600699614049,0,16.33
Bihar,Samastipur,223381.0,47.01768048831825,178.30517217449568,2903.0,0.0,211250.0,44.46432330035782,134.66308188082542,3452.0,0.0,434631.0,91.48200378867607,269.3855090117918,5674.0,0.0,102569.0,21.588928646600717,120812.0,25.428751841717535,16015.0,3.3708692906756474,195235.0,41.09345400968217,44,95,1.0574,0.3752,9877.98,4575.06,2.9128,1,0.09049628991566333,0,21.73
Bihar,Samstipur,208.0,0.4168336673346693,0.6389288809000344,4.0,0.0,450.0,0.9018036072144289,0.7365778582553935,6.0,0.0,658.0,1.3186372745490982,0.6888915975872347,7.0,0.0,13.0,0.026052104208416832,195.0,0.3907815631262525,10.0,0.02004008016032064,440.0,0.8817635270541082,37,86,0.4612,0.0362,17.78,7.65,0.2971,1,0.1293716761309856,0,11.41
Bihar,Saran,169236.0,27.816568047337277,97.7898161821052,1920.0,0.0,177147.0,29.116863905325445,95.41938018232125,2863.0,0.0,346383.0,56.93343195266272,162.65680710089717,3743.0,1.0,71261.0,11.712853385930309,97975.0,16.10371466140697,15387.0,2.5290927021696255,161760.0,26.587771203155818,52,95,0.9553,0.3336,6661.21,3646.14,2.8077,1,0.11509432367107941,0,15.2
Bihar,Sheikhpura,43810.0,47.413419913419915,183.07692784687964,2372.0,0.0,29067.0,31.457792207792206,99.3726003963362,2388.0,0.0,72877.0,78.87121212121212,242.2271609052528,4668.0,1.0,18318.0,19.824675324675326,25492.0,27.58874458874459,2405.0,2.6028138528138527,26662.0,28.854978354978353,9,95,1.5072,0.3973,8097.44,767.13,3.0327,1,0.13200726257676276,0,10.72
Bihar,Sheikpura,148.0,0.9932885906040269,1.153705219594805,8.0,0.0,184.0,1.2348993288590604,1.2102560693135804,5.0,0.0,332.0,2.228187919463087,1.6810582468530155,11.0,1.0,6.0,0.040268456375838924,142.0,0.9530201342281879,1.0,0.006711409395973154,183.0,1.2281879194630871,6,79,0.8,0.0215,55.33,4.2,0.5207,1,0.13683110091208,0,9.44
Bihar,Sheohar,36267.0,50.09254143646409,207.92850005177527,2850.0,0.0,32628.0,45.06629834254144,168.07288158344141,3713.0,0.0,68895.0,95.15883977900552,327.337067329521,6307.0,1.0,14405.0,19.896408839779006,21862.0,30.196132596685082,2561.0,3.537292817679558,30067.0,41.52900552486188,8,95,1.1115,0.3267,8611.88,725.21,3.4041,1,0.10265373957878637,0,18.51
Bihar,Sitamarhi,207295.0,71.55505695547117,255.21794355309234,3697.0,0.0,175361.0,60.53192958232655,212.1376381491846,5096.0,0.0,382656.0,132.0869865377977,410.15011320113763,7922.0,1.0,95733.0,33.04556437694166,111562.0,38.50949257852951,13127.0,4.531239212978944,162234.0,56.0006903693476,26,95,1.1821,0.3976,14717.54,4027.96,3.0818,1,0.0775467076618021,0,25.17
Bihar,Siwan,142385.0,28.067218608318548,101.51588630946819,2052.0,0.0,127832.0,25.198501872659175,81.34638799618882,2476.0,0.0,270217.0,53.26572048097773,156.03124422261635,4052.0,1.0,59316.0,11.692489651094027,83069.0,16.374728957224523,10933.0,2.1551350285826927,116899.0,23.043366844076484,46,95,1.1138,0.3513,5874.28,2844.39,2.8753,1,0.13210854723091842,0,10.69
Bihar,Supaul,128585.0,47.783351913786696,168.70187590727656,2689.0,0.0,110469.0,41.05128205128205,126.82306693175533,2721.0,0.0,239054.0,88.83463396506875,259.4400772525343,5079.0,1.0,53279.0,19.79895949461167,75306.0,27.984392419175027,6674.0,2.4801189149015235,103795.0,38.57116313638053,26,95,1.164,0.3347,9194.38,2516.36,2.888,1,0.1289790433119113,0,11.52
Bihar,Vaishali,190810.0,43.914844649021866,159.3997694019249,2412.0,0.0,162279.0,37.34844649021864,120.38985021202237,2973.0,0.0,353089.0,81.26329113924051,243.39113796387457,5208.0,1.0,81226.0,18.694131185270425,109584.0,25.220713463751437,12967.0,2.984349827387802,149312.0,34.36409666283084,38,95,1.1758,0.3638,9291.82,3716.73,2.9587,1,0.11948257886566926,0,14.04
Bihar,West Champaran,189987.0,85.38741573033708,277.2166678911506,3328.0,0.0,243318.0,109.35640449438202,246.79632761691556,5888.0,0.0,433305.0,194.7438202247191,444.6217270958805,8490.0,1.0,84605.0,38.024719101123594,105382.0,47.36269662921348,18038.0,8.106966292134832,225280.0,101.24943820224719,20,95,0.7808,0.3104,21665.25,4561.11,2.2714,-1,-0.025343050647619658,1,52.48
Chandigarh,Chandigarh,101688.0,39.76847868596011,254.3921019323912,4885.0,0.0,84563.0,33.07117716073524,158.7663082276284,1896.0,0.0,186251.0,72.83965584669535,385.14284601739547,6135.0,0.0,67428.0,26.369964802502935,34260.0,13.398513883457177,13252.0,5.182635901447008,71311.0,27.88854125928823,26,95,1.2025,0.7642,7163.5,1960.54,5.2159,1,0.08647789994746546,0,22.8
Chandigarh,Mohali,6.0,0.5454545454545454,0.5222329678670935,1.0,0.0,5.0,0.45454545454545453,0.5222329678670935,1.0,0.0,11.0,1.0,0.0,1.0,1.0,2.0,0.18181818181818182,4.0,0.36363636363636365,0.0,0.0,5.0,0.45454545454545453,1,9,1.0,0.2,11.0,1.22,0.0,1,0.14694243676030816,0,6.75
Chandigarh,Rupnagar,14.0,0.4375,0.6189220598177384,2.0,0.0,20.0,0.625,0.4918693768379647,1.0,0.0,34.0,1.0625,0.35355339059327373,2.0,0.0,3.0,0.09375,11.0,0.34375,1.0,0.03125,19.0,0.59375,3,26,0.6667,0.129,11.33,1.31,0.1714,1,0.1541600285569144,0,4.84
Chhatisgarh,Raipur,5.0,0.5555555555555556,0.5270462766947299,1.0,0.0,4.0,0.4444444444444444,0.5270462766947299,1.0,0.0,9.0,1.0,0.0,1.0,1.0,2.0,0.2222222222222222,3.0,0.3333333333333333,0.0,0.0,4.0,0.4444444444444444,1,7,1.0,0.25,9.0,1.29,0.0,1,0.14472978173022555,0,7.34
Chhattisgarh,Balod,103175.0,81.24015748031496,278.4199335159281,4152.0,0.0,60962.0,48.00157480314961,169.10574604847668,1658.0,0.0,164137.0,129.24173228346456,412.3561112446891,5112.0,1.0,33312.0,26.22992125984252,69863.0,55.01023622047244,5800.0,4.566929133858268,55162.0,43.43464566929134,31,95,1.6924,0.3128,5294.74,1727.76,3.1661,1,0.10894504132292138,0,16.84
Chhattisgarh,Baloda Bazar,165084.0,75.83096003674781,245.12062399850802,3686.0,0.0,119619.0,54.946715663757466,240.00601614225158,6298.0,0.0,284703.0,130.77767570050528,437.2798534329111,9984.0,1.0,64915.0,29.81855764813964,100169.0,46.01240238860817,8561.0,3.932475884244373,111058.0,51.01423977951309,45,95,1.3801,0.3479,6326.73,2996.87,3.3183,1,0.06605797818702758,0,28.22
Chhattisgarh,Balrampur,62603.0,73.04900816802801,185.20946698485497,1520.0,0.0,61626.0,71.90898483080514,444.2613197333689,9704.0,0.0,124229.0,144.95799299883313,568.5712299795456,11210.0,1.0,24707.0,28.829638273045507,37896.0,44.2193698949825,3623.0,4.227537922987165,58003.0,67.68144690781797,9,95,1.0158,0.2954,13803.22,1307.67,3.8954,1,0.03569277381161051,0,36.28
Chhattisgarh,Bastar,114263.0,84.70200148257969,260.7811539218244,2979.0,0.0,82208.0,60.93995552260934,199.18980952819672,3017.0,0.0,196471.0,145.64195700518903,418.1954486634381,5675.0,1.0,34030.0,25.226093402520384,80233.0,59.475908080059305,9793.0,7.259451445515197,72415.0,53.68050407709414,33,95,1.3899,0.2871,5953.67,2068.12,2.8518,1,0.09051385648022536,0,21.73
Chhattisgarh,Bemetara,135663.0,132.2251461988304,434.0646877622891,5589.0,0.0,60797.0,59.25633528265107,227.5635136938767,3112.0,0.0,196460.0,191.4814814814815,600.4797676558693,8027.0,1.0,41874.0,40.812865497076025,93789.0,91.41228070175438,4329.0,4.219298245614035,56468.0,55.03703703703704,13,94,2.2314,0.3075,15112.31,2090.0,3.1197,1,0.02326598610878894,0,39.58
Chhattisgarh,Bijapur,32744.0,47.662299854439595,158.3215518516314,1922.0,0.0,13451.0,19.57933042212518,58.59627927883819,728.0,0.0,46195.0,67.24163027656478,192.0217579439083,1948.0,1.0,12764.0,18.57933042212518,19980.0,29.08296943231441,1167.0,1.6986899563318778,12284.0,17.880640465793306,8,95,2.4341,0.4318,5774.38,486.26,2.8139,1,0.1338236816704539,0,10.23
Chhattisgarh,Bilaspur,235869.0,83.46390658174097,272.7665803748151,4449.0,0.0,158804.0,56.19391365888181,286.1479830872308,6020.0,0.0,394673.0,139.65782024062278,504.31560216632164,9444.0,1.0,82531.0,29.20417551309271,153338.0,54.259731068648264,13364.0,4.728945506015569,145440.0,51.46496815286624,32,95,1.4853,0.321,12333.53,4154.45,3.5854,1,0.0619002268204244,0,29.32
Chhattisgarh,Dakshin Bastar Dantewada,30296.0,34.34920634920635,122.10411461702205,1746.0,0.0,6147.0,6.969387755102041,15.6301671944346,239.0,0.0,36443.0,41.31859410430839,125.27333780890935,1746.0,0.0,9231.0,10.465986394557824,21065.0,23.883219954648528,1457.0,1.6519274376417235,4690.0,5.317460317460317,10,94,4.9278,0.415,3644.3,387.69,2.9602,1,0.12140237209099691,0,13.53
Chhattisgarh,Dantewada,20628.0,32.080870917573876,159.41973143428612,2995.0,0.0,2516.0,3.912908242612753,9.167795698942513,126.0,0.0,23144.0,35.99377916018663,160.42846628990708,2995.0,1.0,5944.0,9.244167962674961,14684.0,22.83670295489891,743.0,1.1555209953343701,1773.0,2.7573872472783827,8,95,8.1955,0.4063,2893.0,243.62,4.3366,1,0.04807315825808001,0,32.99
Chhattisgarh,Dhamtari,105520.0,70.91397849462365,275.5398430422185,3716.0,0.0,46012.0,30.922043010752688,154.98080007121,2490.0,0.0,151532.0,101.83602150537635,385.20779987547047,5072.0,1.0,32156.0,21.61021505376344,73364.0,49.303763440860216,3165.0,2.127016129032258,42847.0,28.795026881720432,15,95,2.2933,0.3039,10102.13,1595.07,3.7458,1,0.11205049320267646,0,16.01
Chhattisgarh,Durg,213038.0,70.1475139940731,240.31323563888748,4110.0,0.0,79581.0,26.203819558775105,175.5022294860556,4525.0,0.0,292619.0,96.3513335528482,385.91688646212356,8543.0,1.0,92999.0,30.621995390187685,120039.0,39.525518603885416,10861.0,3.576226539348041,68720.0,22.627593019427067,34,95,2.677,0.5502,8606.44,3080.2,3.9642,1,0.09914180811600504,0,19.44
Chhattisgarh,Gariyaband,58347.0,27.665718349928877,100.51971525691098,1531.0,0.0,28895.0,13.700806069227122,51.96346972881007,1133.0,0.0,87242.0,41.366524419156,120.10010387572576,1602.0,1.0,19354.0,9.176861071597914,38993.0,18.48885727833096,1375.0,0.6519677572309152,27520.0,13.048838311996207,36,95,2.0192,0.3116,2423.39,918.34,2.8348,1,0.1594421725036947,0,3.43
Chhattisgarh,Gaurela-pendra-marwahi,2384.0,7.426791277258567,27.267226756390606,237.0,0.0,3618.0,11.271028037383177,25.64818588618573,323.0,0.0,6002.0,18.697819314641745,39.04043130499136,439.0,1.0,748.0,2.3302180685358254,1636.0,5.0965732087227416,466.0,1.4517133956386292,3152.0,9.819314641744548,3,94,0.6587,0.2535,2000.67,63.85,1.982,1,0.14109667945077292,0,8.3
Chhattisgarh,Janjgir - Champa,238.0,1.4968553459119496,1.7713408131726411,10.0,0.0,229.0,1.440251572327044,1.3197199308203518,7.0,0.0,467.0,2.9371069182389937,2.380526307595521,13.0,1.0,5.0,0.031446540880503145,233.0,1.4654088050314464,11.0,0.06918238993710692,218.0,1.371069182389937,15,78,1.0348,0.0354,31.13,5.99,0.6046,1,0.14037852274747886,0,8.49
Chhattisgarh,Janjgir Champa,194.0,0.6006191950464397,0.6767658662839399,3.0,0.0,236.0,0.7306501547987616,1.0596591557177992,10.0,0.0,430.0,1.3312693498452013,0.9515501892328537,10.0,0.0,21.0,0.06501547987616099,173.0,0.5356037151702786,5.0,0.015479876160990712,231.0,0.7151702786377709,19,81,0.8186,0.0642,22.63,5.31,0.4082,1,0.14524341796328571,0,7.2
Chhattisgarh,Janjgir-champa,215387.0,92.20333904109589,281.67289061587724,3944.0,0.0,117571.0,50.330051369863014,204.741337341639,3735.0,0.0,332958.0,142.5333904109589,436.5025841286454,6688.0,1.0,62617.0,26.805222602739725,152770.0,65.39811643835617,7484.0,3.203767123287671,110087.0,47.126284246575345,24,95,1.832,0.2667,13873.25,3504.82,3.0411,1,0.0728600040576256,0,26.41
Chhattisgarh,Jashpur,89335.0,53.27072152653548,134.8639177398115,2232.0,0.0,73149.0,43.61896243291592,211.14892763216108,3964.0,0.0,162484.0,96.8896839594514,289.0998978720014,4789.0,1.0,37442.0,22.326774001192607,51893.0,30.943947525342875,9010.0,5.3726893261776985,64139.0,38.24627310673822,16,95,1.2213,0.4003,10155.25,1710.36,2.9533,1,0.13085550264949125,0,11.02
Chhattisgarh,Kabeerdham,41523.0,94.37045454545455,238.9531297428764,1976.0,0.0,27609.0,62.747727272727275,278.60336270010635,2914.0,0.0,69132.0,157.11818181818182,489.6693688447763,4890.0,1.0,21248.0,48.29090909090909,20275.0,46.07954545454545,3075.0,6.988636363636363,24534.0,55.75909090909091,5,94,1.5039,0.5428,13826.4,735.45,3.0969,1,0.06146015805707905,0,29.44
Chhattisgarh,Kanker,61657.0,38.87578814627995,93.78606614023118,1228.0,0.0,30274.0,19.08827238335435,62.68597638425115,2073.0,0.0,91931.0,57.9640605296343,122.18652274947907,2533.0,1.0,23377.0,14.739596469104665,38280.0,24.136191677175283,3006.0,1.8953341740226985,27268.0,17.19293820933165,14,95,2.0366,0.4025,6566.5,967.69,2.0722,1,0.140936067778825,0,8.35
Chhattisgarh,Kawardha,76855.0,151.58777120315582,439.3987961562933,4091.0,0.0,69643.0,137.3629191321499,599.2723473432391,7454.0,0.0,146498.0,288.9506903353057,914.6344912064394,10498.0,1.0,30672.0,60.49704142011834,46183.0,91.09072978303747,4907.0,9.678500986193294,64736.0,127.68441814595661,6,95,1.1035,0.3208,24416.33,1542.08,3.1544,-1,-0.08549841656611068,1,68.44
Chhattisgarh,Khairagarh Chhuikhadan Gandai,1082.0,2.5700712589073635,16.358570121605435,182.0,0.0,6205.0,14.738717339667458,79.08481370846906,1623.0,0.0,7287.0,17.30878859857482,88.53586652126845,1801.0,1.0,138.0,0.32779097387173395,944.0,2.2422802850356294,659.0,1.5653206650831355,5546.0,13.173396674584323,5,89,0.1743,0.1228,1457.4,81.88,4.8357,1,0.10345638453024775,0,18.29
Chhattisgarh,Kondagaon,69265.0,82.45833333333333,324.77166553412616,5089.0,0.0,64475.0,76.75595238095238,826.5966447278713,16942.0,0.0,133740.0,159.21428571428572,1092.924618174285,22031.0,1.0,21513.0,25.610714285714284,47752.0,56.84761904761905,4410.0,5.25,60065.0,71.50595238095238,16,95,1.0743,0.2404,8358.75,1407.79,6.8216,-1,-0.10156426883735858,1,72.71
Chhattisgarh,Korba,129299.0,61.25011842728565,225.7941203939735,2927.0,0.0,85324.0,40.418758882046426,226.1043585515206,3889.0,0.0,214623.0,101.66887730933207,424.1266563628774,6282.0,1.0,41214.0,19.52344860255803,88085.0,41.726669824727615,6224.0,2.9483657034580766,79100.0,37.470393178588346,18,95,1.5154,0.2837,11923.5,2259.19,4.131,1,0.09394323600901905,0,20.82
Chhattisgarh,Koriya,68540.0,42.33477455219271,166.9637432648599,2297.0,0.0,32816.0,20.269302038295244,137.30040819918702,5150.0,0.0,101356.0,62.604076590487956,248.93367548762183,6760.0,1.0,21855.0,13.499073502161828,46685.0,28.835701050030885,2379.0,1.4694255713403335,30437.0,18.79987646695491,18,95,2.0886,0.3142,5630.89,1066.91,3.9138,1,0.12208418683475897,0,13.35
Chhattisgarh,Mahasamund,124397.0,147.564650059312,517.4658734620368,5246.0,0.0,137247.0,162.80782918149467,1118.6322986390937,15690.0,0.0,261644.0,310.3724792408066,1534.7675348517946,19505.0,1.0,37970.0,45.04151838671412,86427.0,102.52313167259787,8791.0,10.4282325029656,128456.0,152.37959667852905,8,95,0.9064,0.2176,32705.5,2754.15,4.929,-1,-0.17672513642335652,1,92.66
Chhattisgarh,ManendragarhChirmiriBharatpur,312.0,104.0,39.50949253027682,133.0,59.0,0.0,0.0,0.0,0.0,0.0,312.0,104.0,39.50949253027682,133.0,59.0,44.0,14.666666666666666,268.0,89.33333333333333,0.0,0.0,0.0,0.0,1,3,312.0,0.1636,312.0,104.0,0.3763,-1,-0.06076017783681409,1,61.88
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,323.0,0.5023328149300156,1.1112189854434527,10.0,0.0,5153.0,8.013996889580094,11.196828241088033,58.0,0.0,5476.0,8.51632970451011,11.460794510286512,59.0,0.0,51.0,0.07931570762052877,272.0,0.4230171073094868,397.0,0.6174183514774495,4756.0,7.396578538102644,12,90,0.0627,0.0891,456.33,60.84,1.2043,1,0.12348292524036697,0,12.98
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,70.0,0.5185185185185185,0.6562199741742487,3.0,0.0,184.0,1.362962962962963,5.82788895422666,68.0,0.0,254.0,1.8814814814814815,5.773138844440847,68.0,1.0,37.0,0.2740740740740741,33.0,0.24444444444444444,33.0,0.24444444444444444,151.0,1.1185185185185185,4,62,0.3784,0.3784,63.5,4.1,2.0035,1,0.1400665314135902,0,8.58
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,4784.0,10.72645739910314,45.017116040848926,427.0,0.0,20439.0,45.827354260089685,199.49060807651352,3359.0,0.0,25223.0,56.553811659192824,214.25081494486724,3493.0,1.0,1142.0,2.5605381165919283,3642.0,8.165919282511211,3594.0,8.058295964125561,16845.0,37.76905829596413,4,94,0.2341,0.2312,6305.75,268.33,3.7226,1,0.08301248120420185,0,23.72
Chhattisgarh,Mungeli,102231.0,126.36711990111249,370.25587213203517,4935.0,0.0,74293.0,91.83312731767614,367.8632583202825,4135.0,0.0,176524.0,218.20024721878863,666.5765496063354,8242.0,1.0,36864.0,45.567367119901114,65367.0,80.79975278121137,4023.0,4.972805933250927,70270.0,86.86032138442522,12,95,1.376,0.3014,14710.33,1858.15,3.0409,1,0.01463795318962624,0,41.87
Chhattisgarh,Narayanpur,28943.0,206.7357142857143,585.5935758914928,3344.0,0.0,17350.0,123.92857142857143,594.3664378875657,4913.0,0.0,46293.0,330.6642857142857,1091.7965302488897,8257.0,1.0,8937.0,63.83571428571429,20006.0,142.9,2156.0,15.4,15194.0,108.52857142857142,4,93,1.6681,0.3151,11573.25,497.77,3.2919,-1,-0.0702897531977823,1,64.41
Chhattisgarh,Raigarh,206334.0,104.95116988809767,271.663859532767,3726.0,0.0,87182.0,44.34486266531027,135.60750537132714,1999.0,0.0,293516.0,149.29603255340794,349.0996939122048,4531.0,1.0,47786.0,24.30620549338759,158548.0,80.64496439471007,5388.0,2.74059003051882,81794.0,41.60427263479146,18,95,2.3667,0.2212,16306.44,3089.64,2.3227,1,0.03847859048431612,0,35.54
Chhattisgarh,Raipur,249131.0,63.814293032786885,250.9248495742462,4202.0,0.0,135862.0,34.80071721311475,179.28988157206612,3184.0,0.0,384993.0,98.61501024590164,406.21766805585605,7386.0,1.0,76585.0,19.61705942622951,172546.0,44.197233606557376,12544.0,3.2131147540983607,123318.0,31.587602459016395,47,95,1.8337,0.3012,8191.34,4052.56,4.0779,1,0.0862204777428307,0,22.87
Chhattisgarh,Rajnandgaon,186392.0,120.95522388059702,364.37642865590385,5280.0,0.0,151298.0,98.18170019467878,536.7606392487422,9758.0,0.0,337690.0,219.1369240752758,807.4262099327563,15038.0,0.0,64876.0,42.09993510707333,121516.0,78.85528877352368,10588.0,6.870863075924724,140710.0,91.31083711875405,18,95,1.2319,0.2878,18760.56,3554.63,3.6678,-1,-0.03861467286310016,1,56.0
Chhattisgarh,Sakti,4295.0,5.041079812206573,24.75438838011411,284.0,0.0,10162.0,11.927230046948356,16.62920739239571,202.0,0.0,14457.0,16.968309859154928,29.30956667084421,284.0,1.0,707.0,0.82981220657277,3588.0,4.211267605633803,1012.0,1.187793427230047,9150.0,10.73943661971831,8,95,0.4226,0.1349,1807.12,152.18,1.6312,1,0.12993836315953405,0,11.26
Chhattisgarh,Sarangarh-Bilaigarh,1278.0,1.7799442896935933,2.568240528283512,18.0,0.0,8463.0,11.786908077994429,13.662519199363969,100.0,0.0,9741.0,13.566852367688023,14.821122695150382,100.0,1.0,135.0,0.18802228412256267,1143.0,1.5919220055710306,650.0,0.9052924791086351,7813.0,10.881615598885794,8,89,0.151,0.0876,1217.62,109.45,1.0175,1,0.10850798094813235,0,16.95
Chhattisgarh,Sukma,33484.0,72.94989106753813,196.8854644962415,2135.0,0.0,12949.0,28.21132897603486,48.03156942852358,720.0,0.0,46433.0,101.16122004357298,206.696822838267,2135.0,1.0,15988.0,34.832244008714596,17496.0,38.11764705882353,1539.0,3.3529411764705883,11410.0,24.85838779956427,5,94,2.5856,0.6063,9286.6,493.97,2.0232,1,0.09993678548814944,0,19.23
Chhattisgarh,Surajpur,82635.0,70.68862275449102,186.63997432488938,2502.0,0.0,44216.0,37.82378100940975,83.75533973412918,1019.0,0.0,126851.0,108.51240376390076,224.89638418991936,2502.0,1.0,28945.0,24.760479041916167,53690.0,45.92814371257485,3536.0,3.02480752780154,40680.0,34.798973481608215,13,95,1.8689,0.3442,9757.77,1335.27,2.0536,1,0.1127766060725825,0,15.82
Chhattisgarh,Surguja,108796.0,79.82098312545855,269.9587779484061,3520.0,0.0,118549.0,86.97652237710932,319.3538070447055,3985.0,0.0,227345.0,166.79750550256787,563.1702755468895,6976.0,1.0,39173.0,28.740278796771825,69623.0,51.08070432868672,9346.0,6.856933235509905,109203.0,80.11958914159942,15,95,0.9177,0.2713,15156.33,2393.11,3.3562,1,0.0395826456692846,0,35.25
Chhattisgarh,Uttar Bastar Kanker,33728.0,21.551437699680513,68.42280129738789,1142.0,0.0,14249.0,9.10479233226837,19.932732369895092,412.0,0.0,47977.0,30.656230031948883,74.67992678971974,1142.0,1.0,8172.0,5.221725239616614,25556.0,16.3297124600639,1185.0,0.7571884984025559,13064.0,8.347603833865815,19,95,2.3669,0.2423,2525.11,505.02,2.3591,1,0.16345997677538882,0,2.37
Dadra & Nagar Haveli,Dadra & Nagar Haveli,624.0,4.105263157894737,14.509717180066644,139.0,0.0,250.0,1.644736842105263,1.641384872950347,7.0,0.0,874.0,5.75,14.432877295254315,139.0,1.0,80.0,0.5263157894736842,544.0,3.5789473684210527,38.0,0.25,212.0,1.394736842105263,4,81,2.4861,0.1559,218.5,10.79,2.1382,1,0.14228308703185977,0,7.99
Dadra and Nagar Haveli,Dadra and Nagar Haveli,31439.0,70.17633928571429,298.8642448400944,2795.0,0.0,6117.0,13.654017857142858,49.73278422953172,642.0,0.0,37556.0,83.83035714285714,334.02467827737826,3167.0,1.0,12548.0,28.008928571428573,18891.0,42.167410714285715,1323.0,2.953125,4794.0,10.700892857142858,4,95,5.1388,0.5856,9389.0,395.33,3.9376,1,0.06397845450677647,0,28.77
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2033.0,6.962328767123288,41.34427519579252,354.0,0.0,1771.0,6.065068493150685,8.38747300631833,44.0,0.0,3804.0,13.027397260273972,41.612340425367734,354.0,1.0,573.0,1.9623287671232876,1460.0,5.0,147.0,0.5034246575342466,1624.0,5.561643835616438,4,92,1.1473,0.2334,951.0,41.35,2.9665,1,0.15297098365873169,0,5.15
Dadra and Nagar Haveli and Daman and Diu,Daman,619.0,3.2925531914893615,14.813440488785933,112.0,0.0,1697.0,9.02659574468085,31.091108743409702,303.0,0.0,2316.0,12.319148936170214,40.11939740910472,376.0,1.0,218.0,1.1595744680851063,401.0,2.132978723404255,109.0,0.5797872340425532,1588.0,8.446808510638299,3,92,0.3645,0.1643,772.0,25.17,3.0122,1,0.14434268999636557,0,7.44
Dadra and Nagar Haveli and Daman and Diu,Diu,35.0,0.2734375,0.5571983312205454,3.0,0.0,364.0,2.84375,9.523644425828081,65.0,0.0,399.0,3.1171875,9.475722060243855,65.0,1.0,14.0,0.109375,21.0,0.1640625,54.0,0.421875,310.0,2.421875,3,64,0.0959,0.2048,133.0,6.23,2.3015,1,0.13996007787636144,0,8.6
Daman & Diu,Daman,1493.0,8.294444444444444,26.182790463382815,231.0,0.0,392.0,2.1777777777777776,2.4521238213551952,12.0,0.0,1885.0,10.472222222222221,25.8861777045484,231.0,1.0,376.0,2.088888888888889,1117.0,6.205555555555556,24.0,0.13333333333333333,368.0,2.0444444444444443,2,84,3.799,0.2692,942.5,22.44,2.2564,1,0.13217995710807556,0,10.67
Daman & Diu,Diu,842.0,3.725663716814159,16.03620780199088,211.0,0.0,277.0,1.2256637168141593,1.4719467841263492,9.0,0.0,1119.0,4.951327433628318,15.945806080704156,211.0,1.0,191.0,0.8451327433628318,651.0,2.8805309734513274,18.0,0.07964601769911504,259.0,1.1460176991150441,3,82,3.0288,0.2294,373.0,13.65,2.6794,1,0.13352793510291877,0,10.31
Daman and Diu,Daman,4435.0,14.685430463576159,49.87489717702419,471.0,0.0,1133.0,3.751655629139073,12.140973455717763,204.0,0.0,5568.0,18.43708609271523,56.29202172380525,621.0,1.0,2648.0,8.7682119205298,1787.0,5.917218543046357,165.0,0.5463576158940397,968.0,3.205298013245033,3,93,3.9109,1.0207,1856.0,59.87,2.8961,1,0.11226867647953442,0,15.95
Daman and Diu,Diu,2906.0,10.125435540069686,30.639311801903403,269.0,0.0,454.0,1.5818815331010454,1.7197188174499192,11.0,0.0,3360.0,11.707317073170731,30.399750104451506,269.0,1.0,1937.0,6.7491289198606275,969.0,3.3763066202090593,72.0,0.2508710801393728,382.0,1.3310104529616724,3,89,6.3868,1.4859,1120.0,37.75,2.3923,1,0.03647986041560247,0,36.07
