state,district,total_auth_sum,is_anomaly,anomaly_severity,QDI,qdi_status,needs_audit,bio_ratio,demo_ratio,DLI,load_status,recommendation,load_ratio,surge_score,surge_level,priority_score,priority_level
Bihar,Sheikpura,332.0,0,9.44,15.56,Watch,0,0.4444,0.5526,13.93,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,17.28,Normal,10.58,Low
Bihar,Sheohar,68895.0,0,18.51,7.36,Watch,0,0.5264,0.4736,38.84,Optimal,Optimal: Maintain current allocation,0.014,43.37,Normal,18.2,Medium
Bihar,Sitamarhi,382656.0,0,25.17,5.83,Watch,0,0.5417,0.4583,25.56,Optimal,Optimal: Maintain current allocation,0.006,109.2,Critical,19.42,Medium
Bihar,Siwan,270217.0,0,10.69,7.31,Watch,0,0.5269,0.4731,28.1,Optimal,Optimal: Maintain current allocation,0.002,96.82,Critical,20.3,Medium
Bihar,Supaul,239054.0,0,11.52,6.21,Watch,0,0.5379,0.4621,26.41,Optimal,Optimal: Maintain current allocation,0.004,83.91,Elevated,18.18,Medium
Bihar,Vaishali,353089.0,0,14.04,5.96,Watch,0,0.5404,0.4596,28.1,Optimal,Optimal: Maintain current allocation,0.002,90.19,Elevated,19.24,Medium
Bihar,West Champaran,433305.0,1,52.48,16.15,Watch,0,0.4385,0.5615,25.15,Optimal,Optimal: Maintain current allocation,0.013,135.29,Critical,52.39,Critical
Chandigarh,Chandigarh,186251.0,0,22.8,5.4,Watch,0,0.546,0.454,34.46,Optimal,Optimal: Maintain current allocation,0.002,41.0,Normal,16.06,Medium
Chandigarh,Mohali,11.0,0,6.75,10.0,Watch,0,0.5,0.4167,0.14,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,2.41,Normal,3.28,Low
Chandigarh,Rupnagar,34.0,0,4.84,20.0,Watch,0,0.4,0.5714,8.65,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,6.38,Normal,9.23,Low
Chhatisgarh,Raipur,9.0,0,7.34,10.0,Watch,0,0.5,0.4,0.14,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,-0.37,Low,3.04,Low
Chhattisgarh,Balod,164137.0,0,16.84,-2.86,Good,0,0.6286,0.3714,31.14,Optimal,Optimal: Maintain current allocation,0.006,96.56,Critical,19.0,Medium
Chhattisgarh,Baloda Bazar,284703.0,0,28.22,2.02,Watch,0,0.5798,0.4202,32.36,Optimal,Optimal: Maintain current allocation,0.005,129.01,Critical,20.31,Medium
Chhattisgarh,Balrampur,124229.0,0,36.28,9.61,Watch,0,0.5039,0.4961,23.32,Optimal,Optimal: Maintain current allocation,0.022,84.87,Elevated,18.37,Medium
Chhattisgarh,Bastar,196471.0,0,21.73,1.84,Watch,0,0.5816,0.4184,33.46,Optimal,Optimal: Maintain current allocation,0.007,108.77,Critical,20.59,Medium
Chhattisgarh,Bemetara,196460.0,0,39.58,-9.05,Good,0,0.6905,0.3095,36.75,Optimal,Optimal: Maintain current allocation,0.021,119.51,Critical,21.02,Medium
Chhattisgarh,Bijapur,46195.0,0,10.23,-10.88,Good,0,0.7088,0.2912,33.82,Optimal,Optimal: Maintain current allocation,0.013,63.69,Elevated,16.52,Medium
Chhattisgarh,Bilaspur,394673.0,0,29.32,0.24,Watch,0,0.5976,0.4024,33.87,Optimal,Optimal: Maintain current allocation,0.006,145.18,Critical,20.23,Medium
Chhattisgarh,Dakshin Bastar Dantewada,36443.0,0,13.53,-23.13,Excellent,0,0.8313,0.1687,32.58,Optimal,Optimal: Maintain current allocation,0.006,64.34,Elevated,16.21,Medium
Chhattisgarh,Dantewada,23144.0,0,32.99,-29.13,Excellent,0,0.8913,0.1087,30.84,Optimal,Optimal: Maintain current allocation,0.006,54.95,Elevated,14.75,Low
Chhattisgarh,Dhamtari,151532.0,0,16.01,-9.63,Good,0,0.6963,0.3036,44.99,Moderate,Monitor: Review weekly,0.008,95.82,Critical,23.08,Medium
Chhattisgarh,Durg,292619.0,0,19.44,-12.8,Good,0,0.728,0.272,41.4,Moderate,Monitor: Review weekly,0.003,122.12,Critical,22.42,Medium
Chhattisgarh,Gariyaband,87242.0,0,3.43,-6.88,Good,0,0.6688,0.3312,45.44,Moderate,Monitor: Review weekly,0.002,80.91,Elevated,21.72,Medium
Chhattisgarh,Gaurela-pendra-marwahi,6002.0,0,8.3,20.29,Concern,1,0.3971,0.6027,26.31,Optimal,Optimal: Maintain current allocation,0.009,43.83,Normal,18.36,Medium
Chhattisgarh,Janjgir - Champa,467.0,0,8.49,9.15,Watch,0,0.5085,0.4893,21.64,Optimal,Optimal: Maintain current allocation,0.001,49.93,Elevated,14.23,Low
Chhattisgarh,Janjgir Champa,430.0,0,7.2,14.99,Watch,0,0.4501,0.5476,16.08,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,41.31,Normal,13.45,Low
Chhattisgarh,Janjgir-champa,332958.0,0,26.41,-4.69,Good,0,0.6469,0.3531,25.97,Optimal,Optimal: Maintain current allocation,0.008,126.8,Critical,17.79,Medium
Chhattisgarh,Jashpur,162484.0,0,11.02,5.02,Watch,0,0.5498,0.4502,27.47,Optimal,Optimal: Maintain current allocation,0.008,73.5,Elevated,17.1,Medium
Chhattisgarh,Kabeerdham,69132.0,0,29.44,-0.06,Good,0,0.6006,0.3994,36.99,Optimal,Optimal: Maintain current allocation,0.045,74.15,Elevated,18.51,Medium
Chhattisgarh,Kanker,91931.0,0,8.35,-7.07,Good,0,0.6707,0.3293,24.53,Optimal,Optimal: Maintain current allocation,0.008,83.03,Elevated,15.66,Medium
Chhattisgarh,Kawardha,146498.0,1,68.44,7.54,Watch,0,0.5246,0.4754,42.05,Moderate,Monitor: Review weekly,0.071,103.91,Critical,54.88,Critical
Chhattisgarh,Khairagarh Chhuikhadan Gandai,7287.0,0,18.29,45.15,Critical,1,0.1485,0.8514,21.18,Optimal,Optimal: Maintain current allocation,0.006,52.15,Elevated,25.11,Medium
Chhattisgarh,Kondagaon,133740.0,1,72.71,8.21,Watch,0,0.5179,0.4821,40.54,Moderate,Monitor: Review weekly,0.019,90.09,Elevated,53.63,Critical
Chhattisgarh,Korba,214623.0,0,20.82,-0.24,Good,0,0.6024,0.3976,33.47,Optimal,Optimal: Maintain current allocation,0.005,74.01,Elevated,17.44,Medium
Chhattisgarh,Koriya,101356.0,0,13.35,-7.62,Good,0,0.6762,0.3238,40.43,Moderate,Monitor: Review weekly,0.005,78.73,Elevated,20.0,Medium
Chhattisgarh,Mahasamund,261644.0,1,92.66,12.46,Watch,0,0.4754,0.5246,29.99,Optimal,Optimal: Maintain current allocation,0.038,98.48,Critical,52.58,Critical
Chhattisgarh,ManendragarhChirmiriBharatpur,312.0,1,61.88,-39.68,Excellent,0,0.9968,0.0,0.0,Optimal,,,1.71,Normal,30.17,High
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,5476.0,0,12.98,54.1,Critical,1,0.059,0.9408,38.6,Optimal,Optimal: Maintain current allocation,0.002,45.3,Normal,32.34,High
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,254.0,0,8.58,32.55,Concern,1,0.2745,0.7216,9.1,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,28.36,Normal,15.33,Medium
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,25223.0,0,23.72,41.03,Critical,1,0.1897,0.8103,25.17,Optimal,Optimal: Maintain current allocation,0.024,57.8,Elevated,25.64,Medium
Chhattisgarh,Mungeli,176524.0,0,41.87,2.09,Watch,0,0.5791,0.4209,39.36,Optimal,Optimal: Maintain current allocation,0.027,160.21,Critical,22.44,Medium
Chhattisgarh,Narayanpur,46293.0,1,64.41,-2.52,Good,0,0.6252,0.3748,36.43,Optimal,Optimal: Maintain current allocation,0.106,61.95,Elevated,47.12,High
Chhattisgarh,Raigarh,293516.0,0,35.54,-10.3,Good,0,0.703,0.297,26.81,Optimal,Optimal: Maintain current allocation,0.011,114.74,Critical,18.04,Medium
Chhattisgarh,Raipur,384993.0,0,22.87,-4.71,Good,0,0.6471,0.3529,45.72,Moderate,Monitor: Review weekly,0.003,149.32,Critical,23.72,Medium
Chhattisgarh,Rajnandgaon,337690.0,1,56.0,4.8,Watch,0,0.552,0.448,25.03,Optimal,Optimal: Maintain current allocation,0.016,116.19,Critical,48.95,High
Chhattisgarh,Sakti,14457.0,0,11.26,30.29,Concern,1,0.2971,0.7029,24.15,Optimal,Optimal: Maintain current allocation,0.003,50.83,Elevated,21.42,Medium
Chhattisgarh,Sarangarh-Bilaigarh,9741.0,0,16.95,46.88,Critical,1,0.1312,0.8687,30.69,Optimal,Optimal: Maintain current allocation,0.006,54.72,Elevated,28.74,Medium
Chhattisgarh,Sukma,46433.0,0,19.23,-12.11,Good,0,0.7211,0.2789,27.86,Optimal,Optimal: Maintain current allocation,0.041,67.43,Elevated,15.1,Medium
Chhattisgarh,Surajpur,126851.0,0,15.82,-5.14,Good,0,0.6514,0.3486,30.73,Optimal,Optimal: Maintain current allocation,0.013,97.78,Critical,19.0,Medium
Chhattisgarh,Surguja,227345.0,0,35.25,12.15,Watch,0,0.4785,0.5214,42.73,Moderate,Monitor: Review weekly,0.016,111.2,Critical,26.46,Medium
Chhattisgarh,Uttar Bastar Kanker,47977.0,0,2.37,-10.3,Good,0,0.703,0.297,31.68,Optimal,Optimal: Maintain current allocation,0.003,58.94,Elevated,15.4,Medium
Dadra & Nagar Haveli,Dadra & Nagar Haveli,874.0,0,7.99,-11.31,Good,0,0.7131,0.2857,18.95,Under-utilized,Consider: Reallocate resources to high-load areas,0.005,50.16,Elevated,10.7,Low
Dadra and Nagar Haveli,Dadra and Nagar Haveli,37556.0,0,28.77,-23.71,Excellent,0,0.8371,0.1629,40.89,Moderate,Monitor: Review weekly,0.015,54.82,Elevated,17.75,Medium
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,3804.0,0,5.15,6.57,Watch,0,0.5343,0.4654,31.39,Optimal,Optimal: Maintain current allocation,0.004,50.95,Elevated,16.48,Medium
Dadra and Nagar Haveli and Daman and Diu,Daman,2316.0,0,7.44,33.28,Concern,1,0.2672,0.7324,24.95,Optimal,Optimal: Maintain current allocation,0.005,50.33,Elevated,22.5,Medium
Dadra and Nagar Haveli and Daman and Diu,Diu,399.0,0,8.6,51.25,Critical,1,0.0875,0.91,9.13,Under-utilized,Consider: Reallocate resources to high-load areas,0.001,49.74,Elevated,23.09,Medium
Daman & Diu,Daman,1885.0,0,10.67,-19.16,Good,0,0.7916,0.2078,17.34,Under-utilized,Consider: Reallocate resources to high-load areas,0.006,50.11,Elevated,10.21,Low
Daman & Diu,Diu,1119.0,0,10.31,-15.18,Good,0,0.7518,0.2473,20.54,Optimal,Optimal: Maintain current allocation,0.002,45.69,Normal,10.73,Low
Daman and Diu,Daman,5568.0,0,15.95,-19.64,Good,0,0.7964,0.2034,28.03,Optimal,Optimal: Maintain current allocation,0.007,51.32,Elevated,13.54,Low
Daman and Diu,Diu,3360.0,0,36.07,-26.46,Excellent,0,0.8646,0.1351,21.96,Optimal,Optimal: Maintain current allocation,0.003,32.83,Normal,9.87,Low
Darbhanga,Near University Thana,2.0,0,10.37,60.0,Critical,1,0.0,0.6667,0.14,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,-0.37,Low,18.04,Medium
Delhi,Central Delhi,117329.0,0,23.83,2.44,Watch,0,0.5756,0.4244,29.72,Optimal,Optimal: Maintain current allocation,0.008,62.32,Elevated,15.88,Medium
Delhi,East Delhi,367025.0,1,83.54,11.38,Watch,0,0.4862,0.5138,30.06,Optimal,Optimal: Maintain current allocation,0.018,70.56,Elevated,49.49,High
Delhi,Najafgarh,1119.0,0,18.14,-21.43,Excellent,0,0.8143,0.1848,17.12,Under-utilized,Consider: Reallocate resources to high-load areas,0.011,38.44,Normal,8.98,Low
Delhi,New Delhi,9791.0,0,5.65,2.47,Watch,0,0.5753,0.4246,27.27,Optimal,Optimal: Maintain current allocation,0.006,51.63,Elevated,14.08,Low
Delhi,North Delhi,174484.0,1,85.63,10.4,Watch,0,0.496,0.504,33.22,Optimal,Optimal: Maintain current allocation,0.064,76.65,Elevated,50.75,Critical
Delhi,North East,61201.0,1,59.93,-20.26,Excellent,0,0.8026,0.1974,22.74,Optimal,Optimal: Maintain current allocation,0.054,41.78,Normal,41.0,High
Delhi,North East Delhi,339282.0,1,100.0,2.21,Watch,0,0.5779,0.4221,40.74,Moderate,Monitor: Review weekly,0.09,104.58,Critical,52.88,Critical
Delhi,North West Delhi,745322.0,1,98.1,2.8,Watch,0,0.572,0.428,36.43,Optimal,Optimal: Maintain current allocation,0.013,117.07,Critical,51.77,Critical
Delhi,Shahdara,38779.0,0,27.61,34.33,Concern,1,0.2567,0.7433,24.8,Optimal,Optimal: Maintain current allocation,0.011,37.49,Normal,21.49,Medium
Delhi,South Delhi,509552.0,1,82.21,2.68,Watch,0,0.5732,0.4268,33.67,Optimal,Optimal: Maintain current allocation,0.007,88.01,Elevated,49.71,High
Delhi,South East Delhi,1785.0,0,14.62,25.51,Concern,1,0.3449,0.6545,15.9,Under-utilized,Consider: Reallocate resources to high-load areas,0.036,50.47,Elevated,17.47,Medium
Delhi,South West Delhi,359277.0,0,38.9,7.98,Watch,0,0.5202,0.4798,37.35,Optimal,Optimal: Maintain current allocation,0.003,67.82,Elevated,20.38,Medium
Delhi,West Delhi,463205.0,1,97.49,10.95,Watch,0,0.4905,0.5095,41.94,Moderate,Monitor: Review weekly,0.021,89.34,Elevated,54.8,Critical
Goa,Bardez,72.0,0,4.76,3.84,Watch,0,0.5616,0.4247,6.15,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,16.59,Normal,4.66,Low
Goa,Bicholim,4.0,0,10.89,60.0,Critical,1,0.0,0.8,0.14,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,-0.37,Low,18.04,Medium
Goa,North Goa,61425.0,0,4.28,-8.16,Good,0,0.6816,0.3184,33.24,Optimal,Optimal: Maintain current allocation,0.0,38.79,Normal,13.85,Low
Goa,South Goa,49898.0,0,2.39,-6.06,Good,0,0.6606,0.3394,33.09,Optimal,Optimal: Maintain current allocation,0.0,38.09,Normal,13.74,Low
Goa,Tiswadi,6.0,0,9.18,31.43,Concern,1,0.2857,0.5714,0.14,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,-0.37,Low,9.47,Low
Gujarat,Ahmadabad,25352.0,0,16.87,-7.99,Good,0,0.6799,0.3201,24.15,Optimal,Optimal: Maintain current allocation,0.0,49.84,Elevated,12.23,Low
Gujarat,Ahmedabad,742686.0,1,46.97,-2.79,Good,0,0.6279,0.3721,30.1,Optimal,Optimal: Maintain current allocation,0.001,146.57,Critical,49.03,High
Gujarat,Amreli,103833.0,0,2.34,-12.23,Good,0,0.7223,0.2777,32.23,Optimal,Optimal: Maintain current allocation,0.001,47.65,Elevated,14.43,Low
Gujarat,Anand,163992.0,0,9.45,-15.31,Good,0,0.7531,0.2469,35.31,Optimal,Optimal: Maintain current allocation,0.0,58.52,Elevated,16.44,Medium
Gujarat,Arvalli,40635.0,0,17.57,-19.1,Good,0,0.791,0.209,33.37,Optimal,Optimal: Maintain current allocation,0.001,65.49,Elevated,16.56,Medium
Gujarat,Banas Kantha,1114.0,0,6.68,3.41,Watch,0,0.5659,0.4332,21.69,Optimal,Optimal: Maintain current allocation,0.0,29.23,Normal,10.45,Low
Gujarat,Banaskantha,248738.0,0,9.95,-8.7,Good,0,0.687,0.313,32.89,Optimal,Optimal: Maintain current allocation,0.004,95.52,Critical,19.42,Medium
Gujarat,Bharuch,141061.0,0,11.86,-3.49,Good,0,0.6349,0.3651,45.43,Moderate,Monitor: Review weekly,0.001,53.39,Elevated,18.97,Medium
Gujarat,Bhavnagar,211933.0,0,9.77,-11.83,Good,0,0.7183,0.2817,33.94,Optimal,Optimal: Maintain current allocation,0.001,68.02,Elevated,16.98,Medium
Gujarat,Botad,25784.0,0,11.15,-9.75,Good,0,0.6975,0.3025,39.25,Optimal,Optimal: Maintain current allocation,0.001,54.96,Elevated,17.27,Medium
Gujarat,Chhotaudepur,46889.0,0,9.58,-18.65,Good,0,0.7865,0.2135,29.86,Optimal,Optimal: Maintain current allocation,0.001,62.1,Elevated,15.17,Medium
Gujarat,Dahod,167717.0,0,18.47,-17.93,Good,0,0.7793,0.2207,23.93,Optimal,Optimal: Maintain current allocation,0.005,78.08,Elevated,14.99,Low
Gujarat,Devbhumi Dwarka,34191.0,0,24.74,-20.13,Excellent,0,0.8013,0.1986,30.94,Optimal,Optimal: Maintain current allocation,0.001,60.21,Elevated,15.3,Medium
Gujarat,Dohad,22351.0,0,10.07,-15.52,Good,0,0.7552,0.2447,32.8,Optimal,Optimal: Maintain current allocation,0.001,54.91,Elevated,15.33,Medium
Gujarat,Gandhinagar,156345.0,0,27.33,2.13,Watch,0,0.5787,0.4213,37.66,Optimal,Optimal: Maintain current allocation,0.001,53.23,Elevated,17.26,Medium
Gujarat,Gir Somnath,52790.0,0,15.33,-16.04,Good,0,0.7604,0.2396,32.63,Optimal,Optimal: Maintain current allocation,0.002,63.84,Elevated,16.17,Medium
Gujarat,Jamnagar,135258.0,0,7.59,-4.77,Good,0,0.6477,0.3523,32.71,Optimal,Optimal: Maintain current allocation,0.001,68.58,Elevated,16.67,Medium
Gujarat,Junagadh,152161.0,0,8.62,-14.1,Good,0,0.741,0.259,37.6,Optimal,Optimal: Maintain current allocation,0.001,83.18,Elevated,19.6,Medium
Gujarat,Kachchh,210914.0,0,20.51,-7.28,Good,0,0.6728,0.3272,40.45,Moderate,Monitor: Review weekly,0.001,63.2,Elevated,18.45,Medium
Gujarat,Kheda,184523.0,0,7.77,-10.11,Good,0,0.7011,0.2989,32.11,Optimal,Optimal: Maintain current allocation,0.001,72.77,Elevated,16.91,Medium
Gujarat,Mahesana,165760.0,0,10.23,-8.54,Good,0,0.6854,0.3146,37.57,Optimal,Optimal: Maintain current allocation,0.001,55.85,Elevated,16.86,Medium
Gujarat,Mahisagar,41696.0,0,13.92,-20.83,Excellent,0,0.8083,0.1917,31.25,Optimal,Optimal: Maintain current allocation,0.002,59.64,Elevated,15.34,Medium
Gujarat,Morbi,58474.0,0,18.53,-5.07,Good,0,0.6507,0.3492,34.11,Optimal,Optimal: Maintain current allocation,0.003,54.85,Elevated,15.72,Medium
Gujarat,Narmada,59044.0,0,5.68,-14.45,Good,0,0.7445,0.2555,29.45,Optimal,Optimal: Maintain current allocation,0.002,39.23,Normal,12.76,Low
Gujarat,Navsari,81914.0,0,4.67,-2.6,Good,0,0.626,0.374,42.25,Moderate,Monitor: Review weekly,0.001,38.43,Normal,16.52,Medium
Gujarat,Panch Mahals,810.0,0,8.31,13.76,Watch,0,0.4624,0.5364,18.69,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,50.05,Elevated,14.74,Low
Gujarat,Panchmahals,149788.0,0,8.93,-17.13,Good,0,0.7713,0.2287,38.78,Optimal,Optimal: Maintain current allocation,0.002,73.91,Elevated,19.02,Medium
Gujarat,Patan,111471.0,0,3.18,-11.9,Good,0,0.719,0.281,37.55,Optimal,Optimal: Maintain current allocation,0.002,68.82,Elevated,18.15,Medium
Gujarat,Porbandar,49022.0,0,0.9,-8.28,Good,0,0.6828,0.3172,41.9,Moderate,Monitor: Review weekly,0.002,35.44,Normal,16.11,Medium
Gujarat,Rajkot,342412.0,0,25.46,1.36,Watch,0,0.5864,0.4136,43.39,Moderate,Monitor: Review weekly,0.001,79.44,Elevated,21.37,Medium
Gujarat,Sabar Kantha,1354.0,0,8.72,10.18,Watch,0,0.4982,0.5011,20.7,Optimal,Optimal: Maintain current allocation,0.0,16.34,Normal,10.9,Low
Gujarat,Sabarkantha,145629.0,0,2.39,-8.6,Good,0,0.686,0.314,27.49,Optimal,Optimal: Maintain current allocation,0.001,80.53,Elevated,16.3,Medium
Gujarat,Surat,709867.0,1,71.37,11.64,Watch,0,0.4836,0.5164,54.25,Moderate,Monitor: Review weekly,0.001,106.99,Critical,59.77,Critical
Gujarat,Surendra Nagar,145260.0,0,6.17,-12.27,Good,0,0.7227,0.2773,31.6,Optimal,Optimal: Maintain current allocation,0.001,50.25,Elevated,14.5,Low
Gujarat,Surendranagar,1523.0,0,10.7,21.09,Concern,1,0.3891,0.6102,17.34,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,37.92,Normal,15.32,Medium
Gujarat,Tapi,56327.0,0,4.04,-17.47,Good,0,0.7747,0.2253,33.4,Optimal,Optimal: Maintain current allocation,0.001,56.92,Elevated,15.71,Medium
Gujarat,The Dangs,38288.0,0,24.47,-22.07,Excellent,0,0.8207,0.1793,29.06,Optimal,Optimal: Maintain current allocation,0.008,47.56,Elevated,13.47,Low
Gujarat,Vadodara,326933.0,0,21.68,-8.0,Good,0,0.68,0.32,31.69,Optimal,Optimal: Maintain current allocation,0.001,77.92,Elevated,17.3,Medium
Gujarat,Valsad,146784.0,0,9.59,-6.03,Good,0,0.6603,0.3397,41.2,Moderate,Monitor: Review weekly,0.001,45.09,Normal,16.87,Medium
Haryana,Akhera,1.0,0,13.13,10.0,Watch,0,0.5,0.0,0.0,Optimal,,,-0.38,Low,3.0,Low
Haryana,Ambala,118531.0,0,13.97,-11.07,Good,0,0.7107,0.2893,43.34,Moderate,Monitor: Review weekly,0.002,52.28,Elevated,18.23,Medium
Haryana,Bhiwani,147817.0,0,8.21,-15.96,Good,0,0.7596,0.2404,37.7,Optimal,Optimal: Maintain current allocation,0.002,63.3,Elevated,17.64,Medium
Haryana,Charkhi Dadri,23097.0,0,5.0,14.17,Watch,0,0.4583,0.5417,24.56,Optimal,Optimal: Maintain current allocation,0.002,34.69,Normal,15.09,Medium
Haryana,Faridabad,318573.0,1,52.39,11.56,Watch,0,0.4844,0.5156,44.73,Moderate,Monitor: Review weekly,0.009,89.8,Elevated,55.87,Critical
Haryana,Fatehabad,132674.0,0,11.36,-7.48,Good,0,0.6748,0.3252,33.21,Optimal,Optimal: Maintain current allocation,0.006,50.97,Elevated,15.06,Medium
Haryana,Gurgaon,208631.0,0,30.31,18.64,Watch,0,0.4136,0.5864,51.2,Moderate,Monitor: Review weekly,0.002,54.87,Elevated,26.44,Medium
Haryana,Hisar,208336.0,0,25.8,-8.85,Good,0,0.6885,0.3115,43.9,Moderate,Monitor: Review weekly,0.004,54.93,Elevated,18.66,Medium
Haryana,Jhajjar,98728.0,0,14.36,-6.27,Good,0,0.6627,0.3373,47.42,Moderate,Monitor: Review weekly,0.002,45.12,Normal,18.74,Medium
Haryana,Jind,155865.0,0,21.83,-11.2,Good,0,0.712,0.288,31.18,Optimal,Optimal: Maintain current allocation,0.01,71.8,Elevated,16.53,Medium
Haryana,Kaithal,140347.0,0,27.45,-10.86,Good,0,0.7086,0.2914,38.2,Optimal,Optimal: Maintain current allocation,0.007,57.5,Elevated,17.21,Medium
Haryana,Karnal,167173.0,0,19.52,-10.11,Good,0,0.7011,0.2989,43.82,Moderate,Monitor: Review weekly,0.005,55.27,Elevated,18.67,Medium
Haryana,Kurukshetra,113996.0,0,12.86,-13.97,Good,0,0.7397,0.2603,26.06,Optimal,Optimal: Maintain current allocation,0.005,65.92,Elevated,14.41,Low
Haryana,Mahendragarh,85385.0,0,13.03,-5.47,Good,0,0.6547,0.3453,26.17,Optimal,Optimal: Maintain current allocation,0.013,52.46,Elevated,13.1,Low
Haryana,Mewat,158312.0,1,46.49,3.1,Watch,0,0.569,0.431,28.75,Optimal,Optimal: Maintain current allocation,0.034,67.61,Elevated,46.32,High
Haryana,Palwal,151478.0,1,50.51,6.36,Watch,0,0.5364,0.4636,34.58,Optimal,Optimal: Maintain current allocation,0.032,49.81,Elevated,47.26,High
Haryana,Panchkula,80440.0,0,4.08,3.67,Watch,0,0.5633,0.4367,29.3,Optimal,Optimal: Maintain current allocation,0.002,31.87,Normal,13.08,Low
Haryana,Panipat,180777.0,1,60.75,-1.16,Good,0,0.6116,0.3884,69.34,High,High Priority: Schedule reinforcement,0.007,66.33,Elevated,57.44,Critical
Haryana,Rewari,107354.0,0,14.0,2.11,Watch,0,0.5789,0.421,44.4,Moderate,Monitor: Review weekly,0.003,38.46,Normal,17.8,Medium
Haryana,Rohtak,114126.0,0,29.29,-16.22,Good,0,0.7622,0.2378,57.72,Moderate,Monitor: Review weekly,0.003,65.24,Elevated,23.84,Medium
Haryana,Sirsa,174340.0,0,15.74,-7.54,Good,0,0.6754,0.3246,35.94,Optimal,Optimal: Maintain current allocation,0.006,53.81,Elevated,16.16,Medium
Haryana,Sonipat,168332.0,0,14.69,-3.06,Good,0,0.6306,0.3694,45.24,Moderate,Monitor: Review weekly,0.003,45.03,Normal,18.08,Medium
Haryana,Yamuna Nagar,163639.0,0,13.93,-6.89,Good,0,0.6689,0.3311,41.8,Moderate,Monitor: Review weekly,0.007,53.84,Elevated,17.92,Medium
Haryana,Yamunanagar,1437.0,0,5.38,-7.94,Good,0,0.6794,0.3199,24.82,Optimal,Optimal: Maintain current allocation,0.001,42.78,Normal,11.72,Low
Himachal Pradesh,Bilaspur,31356.0,0,6.56,-17.7,Good,0,0.777,0.223,26.31,Optimal,Optimal: Maintain current allocation,0.0,54.67,Elevated,13.36,Low
Himachal Pradesh,Chamba,58072.0,0,0.0,-4.99,Good,0,0.6499,0.3501,25.96,Optimal,Optimal: Maintain current allocation,0.001,33.31,Normal,11.12,Low
Himachal Pradesh,Hamirpur,33749.0,0,9.68,-17.46,Good,0,0.7746,0.2254,26.97,Optimal,Optimal: Maintain current allocation,0.0,32.35,Normal,11.33,Low
Himachal Pradesh,Kangra,136783.0,0,19.59,-14.17,Good,0,0.7417,0.2583,28.59,Optimal,Optimal: Maintain current allocation,0.0,50.91,Elevated,13.67,Low
Himachal Pradesh,Kinnaur,5939.0,0,15.68,-19.49,Good,0,0.7949,0.2049,16.14,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,38.15,Normal,8.66,Low
Himachal Pradesh,Kullu,33574.0,0,4.73,-10.31,Good,0,0.7031,0.2968,24.85,Optimal,Optimal: Maintain current allocation,0.001,21.77,Normal,9.63,Low
Himachal Pradesh,Lahaul and Spiti,107.0,0,7.06,15.56,Watch,0,0.4444,0.5463,4.68,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,15.42,Normal,7.61,Low
Himachal Pradesh,Lahul & Spiti,943.0,0,6.61,-8.86,Good,0,0.6886,0.3104,16.23,Under-utilized,Consider: Reallocate resources to high-load areas,0.0,28.85,Normal,7.75,Low
Himachal Pradesh,Lahul and Spiti,1054.0,0,36.31,-17.44,Good,0,0.7744,0.2246,20.92,Optimal,Optimal: Maintain current allocation,0.001,50.36,Elevated,11.31,Low
Himachal Pradesh,Mandi,86626.0,0,15.2,-20.37,Excellent,0,0.8037,0.1963,25.5,Optimal,Optimal: Maintain current allocation,0.0,55.11,Elevated,13.16,Low
Himachal Pradesh,Shimla,60258.0,0,7.5,-12.88,Good,0,0.7288,0.2712,27.3,Optimal,Optimal: Maintain current allocation,0.0,44.05,Normal,12.6,Low
Himachal Pradesh,Sirmaur,56272.0,0,2.4,-4.67,Good,0,0.6467,0.3533,29.47,Optimal,Optimal: Maintain current allocation,0.001,27.4,Normal,11.58,Low
Himachal Pradesh,Solan,45753.0,0,10.25,-19.51,Good,0,0.7951,0.2049,36.97,Optimal,Optimal: Maintain current allocation,0.001,55.57,Elevated,16.65,Medium
Himachal Pradesh,Una,44481.0,0,7.61,-17.76,Good,0,0.7776,0.2224,31.83,Optimal,Optimal: Maintain current allocation,0.0,57.71,Elevated,15.32,Medium
Jaipur,Near meera hospital,2.0,0,10.37,60.0,Critical,1,0.0,0.6667,0.14,Under-utilized,Consider: Reallocate resources to high-load areas,0.002,-0.37,Low,18.04,Medium
