state,district,total_volume,daily_avg,daily_std,peak_day,num_pincodes,estimated_daily_capacity,load_ratio,peak_load_ratio,volatility_cv,DLI,load_status,recommendation
Chhattisgarh,Dakshin Bastar Dantewada,7604.0,28.059040590405903,30.522429842995276,140.0,10,5000,0.006,0.028,1.05,32.58,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Dantewada,3963.0,19.61881188118812,20.480259700192303,94.0,7,3500,0.006,0.027,0.993,30.84,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Dhamtari,29013.0,60.69665271966527,88.33160096372167,430.0,15,7500,0.008,0.057,1.432,44.99,Moderate,Monitor: Review weekly
Chhattisgarh,Durg,54968.0,56.089795918367344,76.34301187846445,644.0,33,16500,0.003,0.039,1.337,41.4,Moderate,Monitor: Review weekly
Chhattisgarh,Gariyaband,23138.0,31.91448275862069,49.20554894385464,258.0,31,15500,0.002,0.017,1.495,45.44,Moderate,Monitor: Review weekly
Chhattisgarh,Gaurela-pendra-marwahi,1456.0,14.135922330097088,12.44521212266878,65.0,3,1500,0.009,0.043,0.822,26.31,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Janjgir - Champa,206.0,3.5517241379310347,3.2615377591166994,13.0,10,5000,0.001,0.003,0.717,21.64,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Janjgir Champa,187.0,1.4609375,1.3155780367831253,10.0,19,9500,0.0,0.001,0.535,16.08,Under-utilized,Consider: Reallocate resources to high-load areas
Chhattisgarh,Janjgir-champa,65542.0,89.17278911564625,73.01232638067454,516.0,23,11500,0.008,0.045,0.81,25.97,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Jashpur,34197.0,66.01737451737452,58.509481842124835,259.0,16,8000,0.008,0.032,0.873,27.47,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Kabeerdham,15935.0,112.21830985915493,111.5338015232582,469.0,5,2500,0.045,0.188,0.985,36.99,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Kanker,26355.0,52.71,41.95099130345652,182.0,14,7000,0.008,0.026,0.781,24.53,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Kawardha,34382.0,212.23456790123456,225.60515013310825,747.0,6,3000,0.071,0.249,1.058,42.05,Moderate,Monitor: Review weekly
Chhattisgarh,Khairagarh Chhuikhadan Gandai,2046.0,14.408450704225352,10.491573741268498,43.0,5,2500,0.006,0.017,0.681,21.18,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Kondagaon,28343.0,106.95471698113208,131.37122765976002,601.0,11,5500,0.019,0.109,1.217,40.54,Moderate,Monitor: Review weekly
Chhattisgarh,Korba,31082.0,47.45343511450382,52.228741922721696,275.0,18,9000,0.005,0.031,1.078,33.47,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Koriya,24612.0,44.91240875912409,60.41704233732865,223.0,18,9000,0.005,0.025,1.316,40.43,Moderate,Monitor: Review weekly
Chhattisgarh,Mahasamund,41604.0,152.9558823529412,126.66598244667615,506.0,8,4000,0.038,0.126,0.823,29.99,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2484.0,10.35,14.463429571822841,59.0,12,6000,0.002,0.01,1.274,38.6,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,115.0,1.513157894736842,0.7570719217728537,3.0,4,2000,0.001,0.001,0.301,9.1,Under-utilized,Consider: Reallocate resources to high-load areas
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,6648.0,47.827338129496404,34.99253089196921,181.0,4,2000,0.024,0.09,0.717,25.17,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Mungeli,43811.0,161.06985294117646,185.10268091693086,802.0,12,6000,0.027,0.134,1.142,39.36,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Narayanpur,7475.0,159.04255319148936,128.87455266178148,402.0,3,1500,0.106,0.268,0.805,36.43,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Raigarh,55499.0,93.11912751677852,77.43565007430863,473.0,17,8500,0.011,0.056,0.823,26.81,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Raipur,72946.0,57.710443037974684,87.23965236914034,726.0,43,21500,0.003,0.034,1.486,45.72,Moderate,Monitor: Review weekly
Chhattisgarh,Rajnandgaon,57621.0,124.45140388768898,93.26699857353938,559.0,16,8000,0.016,0.07,0.743,25.03,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Sakti,3924.0,13.9644128113879,11.67837502885964,85.0,8,4000,0.003,0.021,0.78,24.15,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Sarangarh-Bilaigarh,4678.0,19.330578512396695,20.04595899085661,100.0,7,3500,0.006,0.029,0.986,30.69,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Sukma,14839.0,103.76923076923077,77.49154359204206,334.0,5,2500,0.041,0.134,0.74,27.86,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Surajpur,31822.0,85.0855614973262,82.29332324693391,330.0,13,6500,0.013,0.051,0.956,30.73,Optimal,Optimal: Maintain current allocation
Chhattisgarh,Surguja,52235.0,122.61737089201878,160.78504928634604,766.0,15,7500,0.016,0.102,1.301,42.73,Moderate,Monitor: Review weekly
Chhattisgarh,Uttar Bastar Kanker,13856.0,27.16862745098039,29.111380785462238,164.0,17,8500,0.003,0.019,1.033,31.68,Optimal,Optimal: Maintain current allocation
Dadra & Nagar Haveli,Dadra & Nagar Haveli,225.0,4.591836734693878,3.4334043318727336,11.0,2,1000,0.005,0.011,0.614,18.95,Under-utilized,Consider: Reallocate resources to high-load areas
Dadra and Nagar Haveli,Dadra and Nagar Haveli,4361.0,30.929078014184398,40.139514800624895,172.0,4,2000,0.015,0.086,1.257,40.89,Moderate,Monitor: Review weekly
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,734.0,7.196078431372549,8.379653831180693,38.0,4,2000,0.004,0.019,1.022,31.39,Optimal,Optimal: Maintain current allocation
Dadra and Nagar Haveli and Daman and Diu,Daman,491.0,7.115942028985507,6.5541550177417935,26.0,3,1500,0.005,0.017,0.808,24.95,Optimal,Optimal: Maintain current allocation
Dadra and Nagar Haveli and Daman and Diu,Diu,69.0,1.5,0.7527726527090811,3.0,3,1500,0.001,0.002,0.301,9.13,Under-utilized,Consider: Reallocate resources to high-load areas
Daman & Diu,Daman,359.0,6.084745762711864,3.9008758326605557,19.0,2,1000,0.006,0.019,0.551,17.34,Under-utilized,Consider: Reallocate resources to high-load areas
Daman & Diu,Diu,255.0,3.3552631578947367,2.9335027861741048,12.0,3,1500,0.002,0.008,0.674,20.54,Optimal,Optimal: Maintain current allocation
Daman and Diu,Daman,973.0,10.46236559139785,10.232683293575993,48.0,3,1500,0.007,0.032,0.893,28.03,Optimal,Optimal: Maintain current allocation
Daman and Diu,Diu,452.0,4.913043478260869,4.2391481984755295,16.0,3,1500,0.003,0.011,0.717,21.96,Optimal,Optimal: Maintain current allocation
Darbhanga,Near University Thana,2.0,1.0,0.0,1.0,1,500,0.002,0.002,0.0,0.14,Under-utilized,Consider: Reallocate resources to high-load areas
Delhi,Central Delhi,12879.0,39.99689440993789,38.6858502026463,180.0,10,5000,0.008,0.036,0.944,29.72,Optimal,Optimal: Maintain current allocation
Delhi,East Delhi,31195.0,92.29289940828403,84.28639187007884,374.0,10,5000,0.018,0.075,0.903,30.06,Optimal,Optimal: Maintain current allocation
Delhi,Najafgarh,217.0,5.7105263157894735,3.5709631885365827,12.0,1,500,0.011,0.024,0.532,17.12,Under-utilized,Consider: Reallocate resources to high-load areas
Delhi,New Delhi,1521.0,11.7,11.18044389017696,43.0,4,2000,0.006,0.021,0.88,27.27,Optimal,Optimal: Maintain current allocation
Delhi,North Delhi,18348.0,127.41666666666667,101.5603096859029,463.0,4,2000,0.064,0.231,0.791,33.22,Optimal,Optimal: Maintain current allocation
Delhi,North East,8362.0,80.40384615384616,45.78835210997417,186.0,3,1500,0.054,0.124,0.562,22.74,Optimal,Optimal: Maintain current allocation
Delhi,North East Delhi,36955.0,225.33536585365854,209.35639843021042,782.0,5,2500,0.09,0.313,0.925,40.74,Moderate,Monitor: Review weekly
Delhi,North West Delhi,75096.0,119.2,131.8703945315061,897.0,18,9000,0.013,0.1,1.097,36.43,Optimal,Optimal: Maintain current allocation
Delhi,Shahdara,4301.0,27.928571428571427,22.341118673127358,100.0,5,2500,0.011,0.04,0.772,24.8,Optimal,Optimal: Maintain current allocation
Delhi,South Delhi,50959.0,68.77058029689609,74.91542076533099,395.0,20,10000,0.007,0.039,1.074,33.67,Optimal,Optimal: Maintain current allocation
Delhi,South East Delhi,598.0,18.12121212121212,8.146155441976815,28.0,1,500,0.036,0.056,0.426,15.9,Under-utilized,Consider: Reallocate resources to high-load areas
Delhi,South West Delhi,38516.0,41.819761129207386,52.070688578828246,336.0,27,13500,0.003,0.025,1.216,37.35,Optimal,Optimal: Maintain current allocation
Delhi,West Delhi,45695.0,113.66915422885572,143.483843899342,655.0,11,5500,0.021,0.119,1.251,41.94,Moderate,Monitor: Review weekly
Goa,Bardez,26.0,1.3,0.4701623459816272,2.0,6,3000,0.0,0.001,0.204,6.15,Under-utilized,Consider: Reallocate resources to high-load areas
Goa,Bicholim,2.0,1.0,0.0,1.0,1,500,0.002,0.002,0.0,0.14,Under-utilized,Consider: Reallocate resources to high-load areas
Goa,North Goa,10689.0,7.3921161825726145,9.270508738255803,87.0,52,26000,0.0,0.003,1.105,33.24,Optimal,Optimal: Maintain current allocation
Goa,South Goa,8337.0,7.6136986301369864,9.464626460707262,72.0,41,20500,0.0,0.004,1.099,33.09,Optimal,Optimal: Maintain current allocation
Goa,Tiswadi,2.0,1.0,0.0,1.0,1,500,0.002,0.002,0.0,0.14,Under-utilized,Consider: Reallocate resources to high-load areas
Gujarat,Ahmadabad,6450.0,4.806259314456036,4.669991418853891,36.0,66,33000,0.0,0.001,0.804,24.15,Optimal,Optimal: Maintain current allocation
Gujarat,Ahmedabad,114146.0,39.799860529986056,40.64800847439948,249.0,89,44500,0.001,0.006,0.996,30.1,Optimal,Optimal: Maintain current allocation
Gujarat,Amreli,17333.0,14.219031993437243,16.243642648254646,111.0,40,20000,0.001,0.006,1.067,32.23,Optimal,Optimal: Maintain current allocation
Gujarat,Anand,25394.0,12.17937649880096,15.444640057989313,149.0,65,32500,0.0,0.005,1.172,35.31,Optimal,Optimal: Maintain current allocation
Gujarat,Arvalli,8289.0,11.96103896103896,14.276579918843156,109.0,21,10500,0.001,0.01,1.101,33.37,Optimal,Optimal: Maintain current allocation
Gujarat,Banas Kantha,421.0,3.0955882352941178,2.9586750700160778,14.0,20,10000,0.0,0.001,0.722,21.69,Optimal,Optimal: Maintain current allocation
Gujarat,Banaskantha,49154.0,50.00406917599186,53.94177278364193,469.0,28,14000,0.004,0.033,1.058,32.89,Optimal,Optimal: Maintain current allocation
Gujarat,Bharuch,22757.0,16.28990694345025,25.975379400886297,241.0,45,22500,0.001,0.011,1.502,45.43,Moderate,Monitor: Review weekly
Gujarat,Bhavnagar,34050.0,21.967741935483872,25.749004344314894,205.0,45,22500,0.001,0.009,1.121,33.94,Optimal,Optimal: Maintain current allocation
Gujarat,Botad,3883.0,9.051282051282051,13.047797804921398,77.0,17,8500,0.001,0.009,1.298,39.25,Optimal,Optimal: Maintain current allocation
Gujarat,Chhotaudepur,6239.0,12.305719921104536,13.118313347509897,73.0,18,9000,0.001,0.008,0.986,29.86,Optimal,Optimal: Maintain current allocation
Gujarat,Dahod,22683.0,41.31693989071038,32.376910434826435,208.0,16,8000,0.005,0.026,0.765,23.93,Optimal,Optimal: Maintain current allocation
Gujarat,Devbhumi Dwarka,7221.0,13.081521739130435,14.40969951624067,71.0,21,10500,0.001,0.007,1.023,30.94,Optimal,Optimal: Maintain current allocation
Gujarat,Dohad,3893.0,8.990762124711317,10.823709726424458,69.0,15,7500,0.001,0.009,1.083,32.8,Optimal,Optimal: Maintain current allocation
Gujarat,Gandhinagar,20226.0,14.34468085106383,19.143781641020652,153.0,51,25500,0.001,0.006,1.248,37.66,Optimal,Optimal: Maintain current allocation
Gujarat,Gir Somnath,10538.0,18.455341506129596,20.81344079938454,140.0,19,9500,0.002,0.015,1.07,32.63,Optimal,Optimal: Maintain current allocation
Gujarat,Jamnagar,25144.0,15.617391304347827,18.006840648973874,120.0,53,26500,0.001,0.005,1.084,32.71,Optimal,Optimal: Maintain current allocation
Gujarat,Junagadh,29575.0,16.64321890827237,21.92636891044116,242.0,56,28000,0.001,0.009,1.243,37.6,Optimal,Optimal: Maintain current allocation
Gujarat,Kachchh,33228.0,18.277227722772277,25.8109877199973,225.0,56,28000,0.001,0.008,1.339,40.45,Moderate,Monitor: Review weekly
Gujarat,Kheda,28234.0,15.302981029810297,17.34199874898296,147.0,55,27500,0.001,0.005,1.064,32.11,Optimal,Optimal: Maintain current allocation
Gujarat,Mahesana,25313.0,15.425350396099939,20.425371379486652,176.0,54,27000,0.001,0.007,1.244,37.57,Optimal,Optimal: Maintain current allocation
Gujarat,Mahisagar,7376.0,13.21863799283154,14.614454255513241,90.0,17,8500,0.002,0.011,1.028,31.25,Optimal,Optimal: Maintain current allocation
Gujarat,Morbi,6929.0,20.026011560693643,23.45595724188632,117.0,14,7000,0.003,0.017,1.116,34.11,Optimal,Optimal: Maintain current allocation
Gujarat,Narmada,7387.0,17.060046189376443,17.421280542445846,124.0,18,9000,0.002,0.014,0.965,29.45,Optimal,Optimal: Maintain current allocation
Gujarat,Navsari,13381.0,10.552839116719243,16.154284248735213,185.0,41,20500,0.001,0.009,1.398,42.25,Moderate,Monitor: Review weekly
Gujarat,Panch Mahals,292.0,2.1159420289855073,1.9372358356034556,11.0,19,9500,0.0,0.001,0.622,18.69,Under-utilized,Consider: Reallocate resources to high-load areas
Gujarat,Panchmahals,30959.0,30.2333984375,39.407801225550365,404.0,29,14500,0.002,0.028,1.262,38.78,Optimal,Optimal: Maintain current allocation
Gujarat,Patan,20122.0,26.166449934980495,33.32429619178029,249.0,23,11500,0.002,0.022,1.227,37.55,Optimal,Optimal: Maintain current allocation
Gujarat,Porbandar,7123.0,13.724470134874759,20.272544494665652,134.0,16,8000,0.002,0.017,1.377,41.9,Moderate,Monitor: Review weekly
Gujarat,Rajkot,48674.0,27.011098779134294,40.192621843468864,280.0,56,28000,0.001,0.01,1.435,43.39,Moderate,Monitor: Review weekly
Gujarat,Sabar Kantha,488.0,2.3127962085308056,2.2838516445824033,19.0,30,15000,0.0,0.001,0.689,20.7,Optimal,Optimal: Maintain current allocation
Gujarat,Sabarkantha,26291.0,16.94007731958763,16.317715671605004,114.0,46,23000,0.001,0.005,0.91,27.49,Optimal,Optimal: Maintain current allocation
Gujarat,Surat,96899.0,36.278172968925496,66.75128052884999,727.0,89,44500,0.001,0.016,1.791,54.25,Moderate,Monitor: Review weekly
Gujarat,Surendra Nagar,20337.0,17.33759590792839,19.170474489892744,132.0,38,19000,0.001,0.007,1.045,31.6,Optimal,Optimal: Maintain current allocation
Gujarat,Surendranagar,618.0,2.4919354838709675,2.0141039849564812,16.0,22,11000,0.0,0.001,0.577,17.34,Under-utilized,Consider: Reallocate resources to high-load areas
Gujarat,Tapi,9832.0,13.197315436241611,15.661231954473378,115.0,25,12500,0.001,0.009,1.103,33.4,Optimal,Optimal: Maintain current allocation
Gujarat,The Dangs,3563.0,20.71511627906977,19.71537837402176,124.0,5,2500,0.008,0.05,0.908,29.06,Optimal,Optimal: Maintain current allocation
Gujarat,Vadodara,55909.0,21.274353120243532,23.34169799731605,271.0,81,40500,0.001,0.007,1.048,31.69,Optimal,Optimal: Maintain current allocation
Gujarat,Valsad,19742.0,17.64253798033959,25.369347060913487,198.0,37,18500,0.001,0.011,1.361,41.2,Moderate,Monitor: Review weekly
Haryana,Ambala,16301.0,23.972058823529412,35.54541307191531,225.0,24,12000,0.002,0.019,1.423,43.34,Moderate,Monitor: Review weekly
Haryana,Bhiwani,21892.0,24.405797101449274,31.41084125742202,239.0,26,13000,0.002,0.018,1.236,37.7,Optimal,Optimal: Maintain current allocation
Haryana,Charkhi Dadri,4398.0,11.134177215189874,9.805712699346191,56.0,14,7000,0.002,0.008,0.808,24.56,Optimal,Optimal: Maintain current allocation
Haryana,Faridabad,41499.0,78.5965909090909,112.87099547817681,548.0,18,9000,0.009,0.061,1.418,44.73,Moderate,Monitor: Review weekly
Haryana,Fatehabad,16288.0,41.55102040816327,45.677423939837425,198.0,15,7500,0.006,0.026,1.073,33.21,Optimal,Optimal: Maintain current allocation
Haryana,Gurgaon,30457.0,31.334362139917694,54.17008279992281,444.0,31,15500,0.002,0.029,1.675,51.2,Moderate,Monitor: Review weekly
Haryana,Hisar,25911.0,40.35981308411215,58.805529513550574,398.0,22,11000,0.004,0.036,1.422,43.9,Moderate,Monitor: Review weekly
Haryana,Jhajjar,14140.0,21.263157894736842,34.612766364946445,245.0,21,10500,0.002,0.023,1.555,47.42,Moderate,Monitor: Review weekly
Haryana,Jind,21360.0,55.48051948051948,55.03583358954513,284.0,11,5500,0.01,0.052,0.974,31.18,Optimal,Optimal: Maintain current allocation
Haryana,Kaithal,15309.0,40.075916230366495,49.87545639623883,274.0,11,5500,0.007,0.05,1.214,38.2,Optimal,Optimal: Maintain current allocation
Haryana,Karnal,20714.0,39.00941619585687,55.99226619303878,411.0,15,7500,0.005,0.055,1.399,43.82,Moderate,Monitor: Review weekly
Haryana,Kurukshetra,14798.0,35.149643705463184,30.476828530109632,126.0,13,6500,0.005,0.019,0.843,26.06,Optimal,Optimal: Maintain current allocation
Haryana,Mahendragarh,14306.0,51.64620938628159,42.24734484924552,213.0,8,4000,0.013,0.053,0.802,26.17,Optimal,Optimal: Maintain current allocation
Haryana,Mewat,25649.0,119.85514018691589,96.32180290691443,405.0,7,3500,0.034,0.116,0.797,28.75,Optimal,Optimal: Maintain current allocation
Haryana,Palwal,20983.0,95.37727272727273,93.9197093792332,405.0,6,3000,0.032,0.135,0.975,34.58,Optimal,Optimal: Maintain current allocation
Haryana,Panchkula,10161.0,16.99163879598662,17.34587348501339,106.0,21,10500,0.002,0.01,0.964,29.3,Optimal,Optimal: Maintain current allocation
Haryana,Panipat,21057.0,47.64027149321267,107.3829880829889,608.0,13,6500,0.007,0.094,2.208,69.34,High,High Priority: Schedule reinforcement
Haryana,Rewari,14983.0,28.05805243445693,42.111466496178735,260.0,19,9500,0.003,0.027,1.449,44.4,Moderate,Monitor: Review weekly
Haryana,Rohtak,15770.0,27.37847222222222,53.416452327228306,326.0,17,8500,0.003,0.038,1.882,57.72,Moderate,Monitor: Review weekly
Haryana,Sirsa,25158.0,50.316,58.7047241137077,367.0,16,8000,0.006,0.046,1.144,35.94,Optimal,Optimal: Maintain current allocation
Haryana,Sonipat,20193.0,27.510899182561307,42.156167352451995,265.0,21,10500,0.003,0.025,1.479,45.24,Moderate,Monitor: Review weekly
Haryana,Yamuna Nagar,22900.0,47.510373443983404,63.98626490044675,457.0,14,7000,0.007,0.065,1.319,41.8,Moderate,Monitor: Review weekly
Haryana,Yamunanagar,319.0,4.142857142857143,4.223101522123924,21.0,8,4000,0.001,0.005,0.821,24.82,Optimal,Optimal: Maintain current allocation
Himachal Pradesh,Bilaspur,4823.0,6.167519181585678,6.248283245624939,60.0,26,13000,0.0,0.005,0.872,26.31,Optimal,Optimal: Maintain current allocation
Himachal Pradesh,Chamba,9339.0,12.08150064683053,11.23303934270132,59.0,25,12500,0.001,0.005,0.859,25.96,Optimal,Optimal: Maintain current allocation
Himachal Pradesh,Hamirpur,5567.0,4.163799551234106,4.6339937556555775,52.0,49,24500,0.0,0.002,0.897,26.97,Optimal,Optimal: Maintain current allocation
Himachal Pradesh,Kangra,23489.0,7.5624597553122985,8.153210501629847,75.0,103,51500,0.0,0.001,0.952,28.59,Optimal,Optimal: Maintain current allocation
Himachal Pradesh,Kinnaur,935.0,2.7994011976047903,2.0353924592524524,11.0,14,7000,0.0,0.002,0.536,16.14,Under-utilized,Consider: Reallocate resources to high-load areas
Himachal Pradesh,Kullu,5894.0,7.1442424242424245,6.710540465507785,44.0,27,13500,0.001,0.003,0.824,24.85,Optimal,Optimal: Maintain current allocation
Himachal Pradesh,Lahaul and Spiti,55.0,1.1224489795918366,0.331200660553418,2.0,8,4000,0.0,0.0,0.156,4.68,Under-utilized,Consider: Reallocate resources to high-load areas
Himachal Pradesh,Lahul & Spiti,272.0,2.0763358778625953,1.6577014698797063,11.0,10,5000,0.0,0.002,0.539,16.23,Under-utilized,Consider: Reallocate resources to high-load areas
Himachal Pradesh,Lahul and Spiti,380.0,2.7941176470588234,2.6278216497878386,13.0,9,4500,0.001,0.003,0.693,20.92,Optimal,Optimal: Maintain current allocation
Himachal Pradesh,Mandi,12080.0,6.5580890336590665,6.413858420128965,45.0,68,34000,0.0,0.001,0.849,25.5,Optimal,Optimal: Maintain current allocation
Himachal Pradesh,Shimla,9517.0,5.985534591194969,6.341481766737072,50.0,59,29500,0.0,0.002,0.908,27.3,Optimal,Optimal: Maintain current allocation
Himachal Pradesh,Sirmaur,6556.0,13.033797216699801,13.631638369472983,87.0,18,9000,0.001,0.01,0.971,29.47,Optimal,Optimal: Maintain current allocation
Himachal Pradesh,Solan,7385.0,9.265997490589712,12.549480385847351,128.0,30,15000,0.001,0.009,1.222,36.97,Optimal,Optimal: Maintain current allocation
Himachal Pradesh,Una,7362.0,7.099324975891996,8.557593295945193,78.0,37,18500,0.0,0.004,1.057,31.83,Optimal,Optimal: Maintain current allocation
Jaipur,Near meera hospital,2.0,1.0,0.0,1.0,1,500,0.002,0.002,0.0,0.14,Under-utilized,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Anantnag,8.0,1.0,0.0,1.0,6,3000,0.0,0.0,0.0,0.0,,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Badgam,3.0,1.0,0.0,1.0,3,1500,0.001,0.001,0.0,0.07,Under-utilized,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Baramula,61.0,1.8484848484848484,1.2530266388133005,5.0,5,2500,0.001,0.002,0.44,13.3,Under-utilized,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Doda,3.0,1.0,0.0,1.0,3,1500,0.001,0.001,0.0,0.07,Under-utilized,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Jammu,136.0,1.2477064220183487,0.5469776097853769,3.0,26,13000,0.0,0.0,0.243,7.29,Under-utilized,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Kargil,3.0,1.0,0.0,1.0,1,500,0.002,0.002,0.0,0.14,Under-utilized,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Kathua,35.0,1.5217391304347827,1.2745610730183763,5.0,6,3000,0.001,0.002,0.505,15.25,Under-utilized,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Kupwara,6.0,1.0,0.0,1.0,4,2000,0.0,0.0,0.0,0.0,,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Leh (ladakh),1.0,1.0,,1.0,1,500,0.002,0.002,,,,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Pulwama,1.0,1.0,,1.0,1,500,0.002,0.002,,,,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Punch,3.0,1.0,0.0,1.0,2,1000,0.001,0.001,0.0,0.07,Under-utilized,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Rajauri,15.0,1.0,0.0,1.0,7,3500,0.0,0.0,0.0,0.0,,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Srinagar,8.0,1.1428571428571428,0.37796447300922725,2.0,4,2000,0.001,0.001,0.176,5.35,Under-utilized,Consider: Reallocate resources to high-load areas
Jammu & Kashmir,Udhampur,4.0,1.0,0.0,1.0,2,1000,0.001,0.001,0.0,0.07,Under-utilized,Consider: Reallocate resources to high-load areas
Jammu and Kashmir,Anantnag,21924.0,42.48837209302326,48.918575704892085,285.0,16,8000,0.005,0.036,1.125,35.03,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Badgam,5911.0,20.667832167832167,24.37538620879419,109.0,13,6500,0.003,0.017,1.125,34.38,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Bandipore,7318.0,42.54651162790697,47.739707742742176,269.0,5,2500,0.017,0.108,1.096,36.8,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Bandipur,1.0,1.0,,1.0,1,500,0.002,0.002,,,,Consider: Reallocate resources to high-load areas
Jammu and Kashmir,Baramula,19644.0,34.16347826086957,39.22148830265178,244.0,19,9500,0.004,0.026,1.115,34.39,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Budgam,5983.0,23.555118110236222,28.263632434020945,144.0,10,5000,0.005,0.029,1.151,35.6,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Doda,10076.0,21.622317596566525,23.876993376087185,115.0,14,7000,0.003,0.016,1.055,32.25,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Ganderbal,5371.0,30.34463276836158,27.347508757356543,141.0,5,2500,0.012,0.056,0.872,28.32,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Jammu,23184.0,16.326760563380283,15.771589855848628,87.0,43,21500,0.001,0.004,0.91,27.46,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Kargil,1371.0,6.5285714285714285,4.921551361702764,22.0,7,3500,0.002,0.006,0.654,19.88,Under-utilized,Consider: Reallocate resources to high-load areas
Jammu and Kashmir,Kathua,11077.0,18.585570469798657,14.711147999810775,84.0,20,10000,0.002,0.008,0.751,22.85,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Kishtwar,4421.0,43.34313725490196,35.069801710879126,120.0,4,2000,0.022,0.06,0.791,26.41,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Kulgam,6284.0,45.86861313868613,69.22765274570646,331.0,5,2500,0.018,0.132,1.477,48.99,Moderate,Monitor: Review weekly
Jammu and Kashmir,Kupwara,13913.0,58.95338983050848,43.54730796516983,174.0,7,3500,0.017,0.05,0.726,23.96,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Leh,779.0,5.4475524475524475,5.434213888596826,23.0,8,4000,0.001,0.006,0.843,25.51,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Poonch,1.0,1.0,,1.0,1,500,0.002,0.002,,,,Consider: Reallocate resources to high-load areas
Jammu and Kashmir,Pulwama,10926.0,27.660759493670888,39.66383301154717,266.0,12,6000,0.005,0.044,1.384,43.04,Moderate,Monitor: Review weekly
Jammu and Kashmir,Punch,11871.0,87.28676470588235,51.04579034962923,263.0,6,3000,0.029,0.088,0.578,21.14,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Rajouri,16890.0,36.400862068965516,35.40306144268331,212.0,14,7000,0.005,0.03,0.947,29.51,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Ramban,9420.0,56.40718562874252,58.85904703556809,363.0,5,2500,0.023,0.145,1.025,36.02,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Reasi,5560.0,18.976109215017065,21.34909070314342,113.0,10,5000,0.004,0.023,1.069,32.92,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Samba,3041.0,10.414383561643836,8.46030951418106,43.0,13,6500,0.002,0.007,0.741,22.52,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Shupiyan,4386.0,118.54054054054055,75.30663044240252,245.0,2,1000,0.118,0.245,0.63,30.97,Optimal,Optimal: Maintain current allocation
Jammu and Kashmir,Srinagar,28999.0,32.473684210526315,32.18846253868304,167.0,27,13500,0.002,0.012,0.962,29.3,Optimal,Optimal: Maintain current allocation
