state,district,avg_demand,demand_std,peak_demand,avg_growth_rate,demand_z_score,surge_score,surge_level
Delhi,East Delhi,1062.9,564.5525753593084,2603.0,0.606903838896202,0.508,70.56,Elevated
Jammu and Kashmir,Rajouri,569.2333333333333,382.02912719187856,1313.0,2.042999138795777,-0.1,70.11,Elevated
Assam,Goalpara,588.9,316.5610852420985,1301.0,1.0689103921999947,-0.076,69.94,Elevated
Jharkhand,Ranchi,1296.1,738.006978286791,2881.0,0.5059930364530104,0.795,69.93,Elevated
Telangana,Medchal-malkajgiri,748.8666666666667,293.79933726050615,1305.0,0.9896862524024254,0.121,69.58,Elevated
West Bengal,Bankura,1411.7333333333333,706.0062973897776,2814.0,0.5154676136386271,0.937,69.44,Elevated
Uttar Pradesh,Sultanpur,1283.8666666666666,646.7139075054127,2712.0,0.5470169930406042,0.78,69.38,Elevated
Uttar Pradesh,Ballia,1396.5333333333333,716.3613388619544,2854.0,0.5011405426432542,0.918,69.33,Elevated
Assam,Barpeta,1030.0,552.0477865372612,2527.0,0.6048518900201739,0.467,69.27,Elevated
Uttar Pradesh,Ghazipur,1524.2,730.4074158327312,3212.0,0.3866325988247528,1.075,69.18,Elevated
Rajasthan,Dausa,916.0666666666667,588.8101932525973,2064.0,0.7419215246721537,0.327,68.95,Elevated
Maharashtra,Washim,1080.6,698.9209713107276,2381.0,0.640667782522907,0.529,68.85,Elevated
Gujarat,Patan,682.2333333333333,444.51776919088036,1872.0,0.8011140523485665,0.039,68.82,Elevated
Karnataka,Bijapur,574.9333333333333,368.08656528081804,1419.0,0.9408640810719021,-0.093,68.78,Elevated
Madhya Pradesh,Anuppur,459.4,289.08399924708675,1229.0,1.0003876170964727,-0.235,68.75,Elevated
Maharashtra,Osmanabad,1275.0,787.4352956450365,2626.0,0.5589319561265317,0.769,68.65,Elevated
Andhra Pradesh,Rangareddi,528.1666666666666,317.5580406719413,1234.0,0.995300417040772,-0.15,68.64,Elevated
Gujarat,Jamnagar,854.8666666666667,513.0167526560385,2340.0,0.6506399364868881,0.252,68.58,Elevated
Madhya Pradesh,Singrauli,613.3666666666667,415.03738787407246,2002.0,0.7512474376990963,-0.046,68.28,Elevated
Uttarakhand,Almora,508.0,327.62983738485656,1181.0,1.7025220451917806,-0.175,68.04,Elevated
Jharkhand,East Singhbhum,951.6,502.5215452577887,2340.0,0.6383781693627518,0.371,68.03,Elevated
Gujarat,Bhavnagar,1154.3666666666666,650.248678336343,2372.0,0.625781039422874,0.62,68.02,Elevated
Bihar,Banka,1192.3333333333333,602.9395425364162,2398.0,0.6154805125056618,0.667,67.92,Elevated
Madhya Pradesh,Bhind,828.2666666666667,461.96648134367655,2221.0,0.6738838934141067,0.219,67.9,Elevated
Delhi,South West Delhi,1307.4,667.8066311079309,2551.0,0.5650791794780851,0.809,67.82,Elevated
Tamil Nadu,Erode,1335.3333333333333,750.3468316825839,2796.0,0.48597118257377314,0.843,67.65,Elevated
Haryana,Mewat,871.1666666666666,481.86871035894046,1950.0,0.7507827954694181,0.272,67.61,Elevated
Jammu and Kashmir,Jammu,782.3666666666667,447.19674628183225,1550.0,0.8718971457039846,0.162,67.47,Elevated
Chhattisgarh,Sukma,510.0,333.5436692703743,1141.0,1.5246581168473459,-0.173,67.43,Elevated
Karnataka,Belgaum,1124.8333333333333,587.3246228821657,2281.0,0.6350735214932529,0.584,67.07,Elevated
Uttarakhand,Pauri Garhwal,566.1666666666666,345.2777076532726,1110.0,1.2537377106505299,-0.104,66.99,Elevated
Punjab,Kapurthala,422.26666666666665,290.26610066523835,1114.0,1.0005809099548624,-0.281,66.96,Elevated
Madhya Pradesh,Datia,484.26666666666665,295.06842378106757,1110.0,1.1641360479855107,-0.204,66.94,Elevated
Uttar Pradesh,Sant Kabir Nagar,1141.8333333333333,554.9203784659396,2073.0,0.6953155011518055,0.605,66.89,Elevated
Uttar Pradesh,Maharajganj,1524.9,696.1470985062141,3122.0,0.3657156518397332,1.076,66.76,Elevated
Uttar Pradesh,Etawah,859.5333333333333,499.0340139974797,2063.0,0.6977096019643053,0.257,66.69,Elevated
Maharashtra,Palghar,1919.2,811.3003355618428,3248.0,0.3188956538398899,1.561,66.59,Elevated
Madhya Pradesh,Dhar,977.6666666666666,526.5659295481616,2027.0,0.7049270078727164,0.403,66.57,Elevated
Tamil Nadu,Thoothukkudi,1303.0,787.0128597293124,2786.0,0.46763094314317166,0.803,66.56,Elevated
Madhya Pradesh,Raisen,739.8666666666667,429.3924122270454,1466.0,0.8766457120947619,0.11,66.39,Elevated
Haryana,Panipat,712.4666666666667,395.4394093116942,1607.0,0.8323662946483605,0.076,66.33,Elevated
Rajasthan,Kota,1023.1,607.4001322766198,2599.0,0.5219971152041826,0.459,66.23,Elevated
Uttar Pradesh,Farrukhabad,1132.5,597.7460393730826,2608.0,0.5173114066835839,0.593,66.2,Elevated
Punjab,Tarn Taran,495.5,347.8741102061551,1132.0,0.9767382218387126,-0.191,66.12,Elevated
Uttarakhand,Uttarkashi,356.3333333333333,246.93072228703213,1056.0,1.379499320769022,-0.362,66.03,Elevated
Uttar Pradesh,Basti,1349.1,676.2438526714028,2938.0,0.4092341459457744,0.86,66.0,Elevated
Haryana,Kurukshetra,499.6,302.89665928645786,1043.0,1.4633716054063801,-0.186,65.92,Elevated
Assam,Marigaon,679.2333333333333,370.6792165865189,1471.0,0.8625700931551895,0.036,65.73,Elevated
Odisha,Angul,522.0333333333333,303.1243608833172,1029.0,1.3796393164596954,-0.158,65.72,Elevated
Uttarakhand,Chamoli,366.3666666666667,251.06222382087884,1034.0,2.190724704627375,-0.349,65.7,Elevated
Karnataka,Gulbarga,681.7333333333333,418.05583964043757,1552.0,0.8368894823275401,0.039,65.69,Elevated
Uttar Pradesh,Sonbhadra,954.9666666666667,460.6262216721428,1722.0,0.7807688297977654,0.375,65.66,Elevated
Tamil Nadu,Tiruvannamalai,1137.5333333333333,660.771844046837,2526.0,0.5305148316785405,0.6,65.61,Elevated
Maharashtra,Ratnagiri,1188.0,713.1450981633982,2640.0,0.4939259887834636,0.662,65.56,Elevated
Jammu and Kashmir,Ramban,317.2,266.72475804042665,1026.0,2.2299500126982044,-0.41,65.55,Elevated
Uttar Pradesh,Pratapgarh,1445.1,654.3493925925254,2793.0,0.44263637415693785,0.978,65.5,Elevated
Gujarat,Arvalli,279.06666666666666,238.8928389586995,1239.0,0.933961453093733,-0.457,65.49,Elevated
Karnataka,Bidar,787.4,457.68680753666405,1960.0,0.7061560840857485,0.169,65.48,Elevated
Manipur,Thoubal,616.9666666666667,388.2679028297551,1692.0,0.7859613788800779,-0.041,65.25,Elevated
Haryana,Rohtak,530.8666666666667,324.92882332887166,1226.0,0.9298740086645767,-0.147,65.24,Elevated
Jammu and Kashmir,Kupwara,472.03333333333336,280.4568297141885,1115.0,0.9621249357210021,-0.219,65.12,Elevated
Tamil Nadu,Dharmapuri,1086.7333333333333,634.3538082355844,2324.0,0.5834844590005707,0.537,65.12,Elevated
Punjab,Moga,411.1,273.6663397592795,990.0,1.0100005410741237,-0.294,65.05,Elevated
Tamil Nadu,Thiruvarur,931.5666666666667,540.02584122929,2214.0,0.6150369874204232,0.346,64.92,Elevated
Andhra Pradesh,Nellore,1203.5,700.0644182181896,2893.0,0.4031048157392098,0.681,64.91,Elevated
Uttar Pradesh,Mathura,1458.7,673.2295888553509,2563.0,0.49981152066096485,0.995,64.84,Elevated
Uttar Pradesh,Faizabad,1010.8333333333334,567.3869982182588,2576.0,0.49719483141399523,0.444,64.63,Elevated
Odisha,Malkangiri,234.76666666666668,227.13700610034874,969.0,1.5532086397092872,-0.511,64.62,Elevated
Uttar Pradesh,Balrampur,1428.4333333333334,645.8596881534016,3148.0,0.3111169087787268,0.957,64.37,Elevated
Tamil Nadu,Villupuram,937.7,516.5702642729588,2109.0,0.6363395558426107,0.354,64.37,Elevated
Chhattisgarh,Dakshin Bastar Dantewada,258.4,206.75782935598835,950.0,1.6812090226686083,-0.482,64.34,Elevated
Uttar Pradesh,Shamli,1094.0333333333333,609.8234048127961,2226.0,0.5973375090101619,0.546,64.32,Elevated
Madhya Pradesh,Burhanpur,406.23333333333335,249.62975111888838,931.0,2.0048751298016914,-0.3,64.14,Elevated
Uttarakhand,Pithoragarh,436.43333333333334,273.53253394511734,925.0,1.542512318289134,-0.263,64.07,Elevated
Madhya Pradesh,Gwalior,1137.6,563.7005563607147,2384.0,0.5410716665134878,0.6,63.95,Elevated
Gujarat,Gir Somnath,354.26666666666665,224.20925160605466,913.0,1.1140975972674565,-0.364,63.84,Elevated
Madhya Pradesh,Alirajpur,406.9,226.84072340103185,909.0,1.70030340010938,-0.3,63.81,Elevated
Maharashtra,Jalna,1493.9666666666667,814.9607345452753,2716.0,0.4306423953471166,1.038,63.75,Elevated
Uttar Pradesh,Rampur,1617.3666666666666,735.1782089062315,2907.0,0.37053137653676677,1.19,63.75,Elevated
Chhattisgarh,Bijapur,366.93333333333334,245.45846384116473,903.0,2.4786110490535496,-0.349,63.69,Elevated
Odisha,Kendujhar,802.1666666666666,439.89552704323296,1565.0,0.7908503696708381,0.187,63.66,Elevated
Jammu and Kashmir,Srinagar,979.0666666666667,599.5476992518285,1977.0,0.66081888359864,0.405,63.6,Elevated
Uttarakhand,Rudraprayag,260.8,195.90064336026444,886.0,1.8146002137057473,-0.479,63.36,Elevated
Kerala,Kannur,1174.8666666666666,626.856015658952,2425.0,0.5156509037199614,0.645,63.34,Elevated
West Bengal,Dakshin Dinajpur,754.6,436.73992892480237,2091.0,0.6230223499946922,0.128,63.32,Elevated
Haryana,Bhiwani,739.2,442.7849481913625,1517.0,0.7991586885899361,0.109,63.3,Elevated
Gujarat,Kachchh,1131.4333333333334,615.3664276103182,2480.0,0.496546922725158,0.592,63.2,Elevated
Maharashtra,Raigarh,1522.6,832.1293666003025,3033.0,0.3185792008512556,1.073,63.03,Elevated
Madhya Pradesh,Khandwa,341.2,216.93164345257352,853.0,2.878201510943025,-0.38,62.91,Elevated
Maharashtra,Buldhana,1606.6333333333334,884.5916448627127,3042.0,0.30719707584725753,1.177,62.65,Elevated
Rajasthan,Banswara,987.6666666666666,611.3380651366782,2490.0,0.48397697007525403,0.415,62.63,Elevated
West Bengal,Purba Medinipur,1331.9666666666667,627.69762560918,3183.0,0.26599382317346326,0.839,62.59,Elevated
Maharashtra,Parbhani,1390.8,817.186316492187,2850.0,0.36746245072975126,0.911,62.58,Elevated
Karnataka,Vijayapura,552.4,294.3368466745964,1173.0,0.8918323752903736,-0.121,62.54,Elevated
Madhya Pradesh,Shajapur,651.1,368.18720407067286,1486.0,0.7923872942451152,0.001,62.43,Elevated
Delhi,Central Delhi,437.9,237.53030296698188,902.0,0.9719884369757623,-0.261,62.32,Elevated
Madhya Pradesh,Narsinghpur,491.6333333333333,296.6708943260695,1165.0,0.8899006423012928,-0.195,62.28,Elevated
Madhya Pradesh,Sheopur,424.1666666666667,268.6067608122011,1245.0,0.8658629269775356,-0.278,62.27,Elevated
Tamil Nadu,Dindigul,1369.2333333333333,737.4481014273822,2629.0,0.4268696528963752,0.885,62.15,Elevated
Gujarat,Chhotaudepur,210.8,170.09863264466944,806.0,1.658492943065482,-0.541,62.1,Elevated
Chhattisgarh,Narayanpur,255.5,174.91727108589916,794.0,2.0609275731425627,-0.486,61.95,Elevated
Bihar,Kaimur (Bhabua),858.1666666666666,539.5477725378678,1912.0,0.6478473803264907,0.256,61.87,Elevated
Maharashtra,Raigad,432.3666666666667,200.8582418854983,780.0,1.0066868908497202,-0.268,61.84,Elevated
Madhya Pradesh,Damoh,696.4333333333333,430.2514648301686,1774.0,0.6873174242844426,0.057,61.63,Elevated
Rajasthan,Jhalawar,872.2333333333333,604.5906955911597,2257.0,0.5353763843201299,0.273,61.56,Elevated
Telangana,Vikarabad,398.96666666666664,176.29021592216927,756.0,1.0534327815148883,-0.309,61.45,Elevated
Rajasthan,Rajsamand,601.0333333333333,403.96197186448586,1757.0,0.6892074296295938,-0.061,61.4,Elevated
Madhya Pradesh,East Nimar,279.2,177.7175985308889,817.0,0.9796231522816768,-0.457,61.3,Elevated
Punjab,Hoshiarpur,631.3666666666667,374.25599604376765,1413.0,0.7913062145272318,-0.023,61.25,Elevated
Tamil Nadu,Perambalur,425.26666666666665,248.35471480891215,988.0,0.9235049250460864,-0.277,61.21,Elevated
Punjab,Faridkot,293.46666666666664,197.52533374548275,742.0,1.0600926793337793,-0.439,61.17,Elevated
Uttarakhand,Champawat,304.3333333333333,213.50996638828465,968.0,0.9294958516814638,-0.426,61.12,Elevated
Karnataka,Yadgir,540.8,297.4982352888837,1372.0,0.7975640493618639,-0.135,60.87,Elevated
Rajasthan,Tonk,792.8333333333334,476.34934176746674,1997.0,0.6018858250092597,0.175,60.84,Elevated
Telangana,Nirmal,354.8666666666667,183.77304844109577,717.0,1.1898199103669733,-0.364,60.83,Elevated
Assam,Lakhimpur,489.8,292.7141008349037,1264.0,0.8299760534968765,-0.198,60.81,Elevated
Jammu and Kashmir,Udhampur,358.03333333333336,208.6343912096045,712.0,2.048465716693983,-0.36,60.75,Elevated
Kerala,Kottayam,746.9333333333333,445.94076716094486,1758.0,0.6730045999770887,0.119,60.7,Elevated
Bihar,Munger,799.1333333333333,564.7505847615439,2264.0,0.5170587037656906,0.183,60.7,Elevated
Rajasthan,Jaisalmer,383.6333333333333,270.81785243111705,1208.0,0.8439335527810862,-0.328,60.58,Elevated
Kerala,Idukki,427.06666666666666,273.6927465977678,995.0,0.908183053197644,-0.275,60.55,Elevated
Madhya Pradesh,Mandsaur,614.1,353.64821308850077,1434.0,0.7674050665551315,-0.045,60.36,Elevated
Punjab,Barnala,280.1333333333333,208.3252982358539,682.0,1.4960414509153368,-0.456,60.24,Elevated
Odisha,Nuapada,329.46666666666664,191.8927022984519,679.0,1.1125382686498577,-0.395,60.23,Elevated
Gujarat,Devbhumi Dwarka,243.96666666666667,161.93942744408952,681.0,1.124327205183721,-0.5,60.21,Elevated
Andhra Pradesh,Tirupati,279.3666666666667,152.08039691701484,823.0,0.9558576968899668,-0.457,60.2,Elevated
Punjab,Patiala,812.6666666666666,574.5537598767462,2284.0,0.5004732984055578,0.2,60.19,Elevated
Uttar Pradesh,Shrawasti,816.9666666666667,414.06841707982085,1890.0,0.6199103162646726,0.205,60.11,Elevated
Rajasthan,Karauli,862.9666666666667,526.7384015601681,1894.0,0.6170303280395181,0.262,60.06,Elevated
Tamil Nadu,Chengalpattu,311.6666666666667,154.30519094969873,668.0,1.0974629109405778,-0.417,60.05,Elevated
Madhya Pradesh,Dindori,400.73333333333335,234.3473598261164,816.0,0.9533315095188315,-0.307,60.04,Elevated
Gujarat,Mahisagar,250.1,170.9426905377234,766.0,0.9626062140921943,-0.493,59.64,Elevated
Punjab,Shaheed Bhagat Singh Nagar,243.63333333333333,180.82731013857952,642.0,1.0989926417518097,-0.5,59.61,Elevated
Uttar Pradesh,Auraiya,663.3333333333334,382.8665323702183,1586.0,0.7038343513648077,0.016,59.55,Elevated
Andhra Pradesh,Adilabad,559.3,353.61708786141287,1487.0,0.7331430098856673,-0.112,59.43,Elevated
Telangana,Yadadri.,279.23333333333335,138.4397499557699,623.0,1.01938202629718,-0.457,59.34,Elevated
Tamil Nadu,Namakkal,1105.8,616.9985413272872,2140.0,0.5188949468970528,0.56,59.08,Elevated
Odisha,Jagatsinghapur,346.0,213.7784867083457,671.0,0.9787726582687534,-0.375,59.05,Elevated
Maharashtra,Gadchiroli,1091.9333333333334,642.6922325243447,2389.0,0.43985322405535615,0.543,58.94,Elevated
Punjab,Sangrur,630.7,446.7837670313892,1561.0,0.6996360535829027,-0.024,58.94,Elevated
Chhattisgarh,Uttar Bastar Kanker,478.93333333333334,313.55876458899166,994.0,0.8757796859954073,-0.211,58.94,Elevated
Rajasthan,Sawai Madhopur,791.1333333333333,508.17033075286014,1958.0,0.5754307234487744,0.173,58.92,Elevated
Telangana,Mahabubnagar,1400.2333333333333,686.3911463204682,2479.0,0.4076085319345506,0.923,58.9,Elevated
Uttar Pradesh,Banda,996.6333333333333,555.7062287249246,2215.0,0.49312096793584836,0.426,58.88,Elevated
Bihar,Sheikhpura,396.93333333333334,214.3105920972117,919.0,0.8965279874776005,-0.312,58.78,Elevated
Tripura,Sepahijala,258.46666666666664,143.95898202525302,571.0,1.603997500974992,-0.482,58.53,Elevated
Gujarat,Anand,860.4333333333333,512.7175523675263,1920.0,0.5782274708194127,0.259,58.52,Elevated
Madhya Pradesh,Sidhi,635.6,345.12252696787215,1414.0,0.7360292325852249,-0.018,58.5,Elevated
Andhra Pradesh,Palnadu,199.2,109.07270590030211,567.0,1.0244204749864372,-0.555,58.43,Elevated
Kerala,Thrissur,1219.9333333333334,602.7735855213788,2139.0,0.5011411497468771,0.701,58.25,Elevated
Tamil Nadu,Sivaganga,901.2333333333333,498.95281259393886,1748.0,0.6243573848196462,0.309,58.21,Elevated
Jharkhand,Deoghar,728.1666666666666,442.4295839810096,1776.0,0.6168559892410307,0.096,58.16,Elevated
Rajasthan,Dholpur,670.7333333333333,447.06205180144684,1632.0,0.6606516710049996,0.025,58.1,Elevated
Jammu and Kashmir,Ganderbal,180.56666666666666,119.56175242809952,537.0,2.101512951813633,-0.578,57.96,Elevated
Assam,South Salmara Mankachar,177.13333333333333,117.17470991505871,537.0,1.2598350218361485,-0.582,57.95,Elevated
Odisha,Rayagada,423.26666666666665,254.86384916106755,883.0,0.8895943127855337,-0.279,57.9,Elevated
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,230.66666666666666,148.22613975189103,525.0,17.004084705956636,-0.516,57.8,Elevated
Maharashtra,Wardha,947.8333333333334,591.2690083455119,1917.0,0.563153774888297,0.366,57.77,Elevated
Telangana,Kamareddy,275.73333333333335,121.43848544479809,521.0,1.0304148930866328,-0.461,57.77,Elevated
Andhra Pradesh,Sri Sathya Sai,242.56666666666666,126.04560842131252,522.0,1.1302880121292993,-0.502,57.76,Elevated
Tamil Nadu,Krishnagiri,1145.6,638.6941742930352,2268.0,0.4516555981375383,0.609,57.71,Elevated
Himachal Pradesh,Una,248.4,146.209957677779,518.0,1.2390015599369057,-0.495,57.71,Elevated
Madhya Pradesh,Agar Malwa,190.96666666666667,115.63899930784399,515.0,1.1564996929652636,-0.565,57.62,Elevated
Uttarakhand,Bageshwar,203.86666666666667,125.34166638964611,513.0,1.2796894905028147,-0.549,57.6,Elevated
Telangana,Komaram Bheem,237.8,126.32645175810609,510.0,4.983705528454856,-0.508,57.58,Elevated
Punjab,Gurdaspur,723.6666666666666,434.58583798222486,1463.0,0.7003943413877215,0.09,57.53,Elevated
Haryana,Kaithal,520.9,308.2267805948439,1084.0,0.8188355954504485,-0.159,57.5,Elevated
Rajasthan,Chittorgarh,671.5666666666667,398.174687303444,1418.0,0.7114555016516017,0.026,57.36,Elevated
Odisha,Mayurbhanj,1134.7666666666667,626.0637118252165,2169.0,0.4731493265678537,0.596,57.26,Elevated
Madhya Pradesh,Vidisha,839.1333333333333,478.9473179101573,1664.0,0.63060736455387,0.232,57.19,Elevated
Andhra Pradesh,Y. S. R,213.76666666666668,101.67279612199307,482.0,1.0211904254469382,-0.537,57.13,Elevated
Telangana,Karimnagar,1185.4333333333334,581.1615410379537,2214.0,0.45594071250311785,0.658,57.12,Elevated
Tamil Nadu,Ariyalur,511.2,330.8892303454748,1426.0,0.7045082761907066,-0.171,57.03,Elevated
Gujarat,Tapi,331.3333333333333,236.13136807401455,995.0,0.8367348196811969,-0.393,56.92,Elevated
Odisha,Nabarangapur,488.3333333333333,323.1557042594209,1198.0,0.7724274303345815,-0.199,56.91,Elevated
Jammu and Kashmir,Shupiyan,153.53333333333333,125.21257327340224,468.0,2.0671862713441294,-0.611,56.88,Elevated
Tamil Nadu,Ramanathapuram,869.5333333333333,489.2201911228714,1779.0,0.5876952961123607,0.27,56.83,Elevated
Telangana,Mahabubabad,209.66666666666666,95.61284480630218,459.0,1.0439171318625,-0.542,56.78,Elevated
Jharkhand,Palamu,1181.6,626.8398354526815,2721.0,0.2935880107728591,0.654,56.78,Elevated
West Bengal,Cooch Behar,800.6333333333333,444.434276847299,1913.0,0.5458079995006284,0.185,56.75,Elevated
Karnataka,Kalaburagi,625.3333333333334,346.784274922225,1367.0,0.7148509440394875,-0.031,56.71,Elevated
Madhya Pradesh,Guna,681.8333333333334,386.9600427856133,1665.0,0.6194605578857668,0.039,56.55,Elevated
Odisha,Cuttack,885.8333333333334,488.05010224243426,1651.0,0.6182581217075426,0.29,56.41,Elevated
Karnataka,Tumkur,609.5333333333333,359.1102734617142,1278.0,0.7361043291452932,-0.05,56.4,Elevated
Madhya Pradesh,Harda,181.7,115.02957640657408,435.0,1.737049823588414,-0.577,56.39,Elevated
Uttar Pradesh,Lalitpur,655.9,374.566264106762,1669.0,0.6134364478177213,0.007,56.3,Elevated
Jammu and Kashmir,Badgam,202.2,110.80875105489109,424.0,5.443255692801208,-0.551,56.23,Elevated
Maharashtra,Chhatrapati Sambhajinagar,212.36666666666667,97.1364072281624,400.0,1.7896892609666493,-0.539,55.87,Elevated
Gujarat,Mahesana,858.1333333333333,489.07976454966325,1735.0,0.5816224664117712,0.256,55.85,Elevated
Telangana,Nalgonda,1113.5333333333333,531.7066687650206,2337.0,0.3929307067612028,0.57,55.81,Elevated
Assam,Cachar,889.3666666666667,439.5781271686041,1781.0,0.5625990171711683,0.294,55.62,Elevated
Himachal Pradesh,Solan,249.76666666666668,136.12055593159485,494.0,0.9647351828961945,-0.493,55.57,Elevated
Odisha,Sundergarh,620.2,354.9489909929264,1377.0,0.6870189125596131,-0.037,55.47,Elevated
Odisha,Baleswar,755.5333333333333,430.8222878150119,1376.0,0.6823354752190852,0.129,55.31,Elevated
Haryana,Karnal,698.8,383.31254916168297,1283.0,0.7108867078950973,0.06,55.27,Elevated
Assam,Udalguri,368.2,195.830750288663,872.0,0.8408109849117812,-0.347,55.25,Elevated
Assam,Chirang,346.6666666666667,180.36597533202118,645.0,0.9105420756669353,-0.374,55.24,Elevated
Arunachal Pradesh,Changlang,75.9,75.72333945311073,364.0,2.0518665777717167,-0.707,55.23,Elevated
Uttar Pradesh,Kasganj,1013.5,560.3968267649951,2098.0,0.4536996989995142,0.447,55.12,Elevated
Himachal Pradesh,Mandi,409.26666666666665,217.43107244450553,772.0,0.8681648112363303,-0.297,55.11,Elevated
Uttar Pradesh,Amroha,1193.7,567.1656785248484,2197.0,0.42068293737548024,0.669,55.1,Elevated
Gujarat,Botad,132.43333333333334,82.36323390233396,344.0,1.0900543119463786,-0.637,54.96,Elevated
Uttar Pradesh,Etah,914.2333333333333,456.91859105378364,1651.0,0.5890598686420294,0.325,54.96,Elevated
Chhattisgarh,Dantewada,134.6,94.75543838455013,343.0,1.991580227046559,-0.635,54.95,Elevated
Andhra Pradesh,Nizamabad,121.03333333333333,75.85352642602959,343.0,1.1150123688364555,-0.651,54.94,Elevated
Haryana,Hisar,878.4666666666667,473.2735400148215,1582.0,0.609940873850979,0.281,54.93,Elevated
Gujarat,Dohad,132.9,87.66800619578858,367.0,0.9918931255268634,-0.637,54.91,Elevated
Madhya Pradesh,Seoni,682.3,369.56844823528223,1513.0,0.6328013502924364,0.039,54.89,Elevated
Haryana,Gurgaon,1044.7,467.34954429390865,2103.0,0.44672551194512733,0.485,54.87,Elevated
Gujarat,Morbi,233.76666666666668,149.51339078152336,686.0,0.8914304345652974,-0.513,54.85,Elevated
Dadra and Nagar Haveli,Dadra and Nagar Haveli,147.13333333333333,92.52985849250867,334.0,1.8040315099517577,-0.619,54.82,Elevated
Odisha,Debagarh,128.4,87.67282439804842,330.0,1.3161922931322958,-0.642,54.75,Elevated
Chhattisgarh,Sarangarh-Bilaigarh,159.73333333333332,82.08067239983596,327.0,2.824654605453445,-0.604,54.72,Elevated
West Bengal,Maldah,307.7,212.10361001008528,1016.0,0.786296637532081,-0.422,54.7,Elevated
Himachal Pradesh,Bilaspur,162.93333333333334,89.91717772803322,324.0,1.249289175968112,-0.6,54.67,Elevated
Odisha,Puri,653.9666666666667,391.31630061426875,1553.0,0.6109987900529557,0.004,54.39,Elevated
Tamil Nadu,Theni,841.0666666666667,474.4216030823895,1924.0,0.49426080705238257,0.235,54.37,Elevated
Jammu and Kashmir,Doda,341.0,207.334146430013,778.0,0.8519942071039401,-0.381,54.35,Elevated
Bihar,Lakhisarai,678.3,432.4002097355069,1923.0,0.4953540306576354,0.034,54.31,Elevated
Jharkhand,Pashchimi Singhbhum,130.4,87.66849786121226,301.0,1.3805116051091428,-0.64,54.3,Elevated
Tamil Nadu,Nagapattinam,894.1333333333333,487.87199659077714,1800.0,0.5286180601199936,0.3,54.22,Elevated
Jharkhand,West Singhbhum,943.6,548.3981438133532,2011.0,0.46241539587530245,0.361,54.18,Elevated
Punjab,Malerkotla,117.93333333333334,74.14009726853955,287.0,1.1896214160284915,-0.655,54.08,Elevated
Punjab,Ferozepur,340.03333333333336,230.88368221388814,923.0,0.8017000120762268,-0.382,54.06,Elevated
Madhya Pradesh,Neemuch,420.93333333333334,259.39770202546504,1155.0,0.7293442335810795,-0.282,54.06,Elevated
Jharkhand,Dhanbad,1099.1333333333334,566.6789356345919,2312.0,0.36395123991447975,0.552,53.97,Elevated
Bihar,Buxar,918.3666666666667,471.096189265239,2008.0,0.45952485448143526,0.33,53.97,Elevated
Mizoram,Lawngtlai,79.8,65.67653231217164,276.0,1.7711782388230692,-0.702,53.89,Elevated
Assam,Karbi Anglong,455.6666666666667,276.21110533909325,1326.0,0.672520988915276,-0.24,53.86,Elevated
Haryana,Yamuna Nagar,774.4666666666667,457.2892190780988,1628.0,0.5753832326558493,0.153,53.84,Elevated
Punjab,Sri Muktsar Sahib,399.1666666666667,268.7904046077453,802.0,0.8332175894913256,-0.309,53.82,Elevated
Haryana,Sirsa,856.8333333333334,448.79855578885383,1603.0,0.5814445931687193,0.254,53.81,Elevated
Assam,Karimganj,938.9,470.7390630882903,1835.0,0.5090369833593053,0.355,53.8,Elevated
Kerala,Kasaragod,640.6333333333333,400.3302501627903,1810.0,0.5189513615666785,-0.012,53.73,Elevated
Uttar Pradesh,Chandauli,963.2,473.9274206036194,2449.0,0.31602569999416397,0.385,53.59,Elevated
Jharkhand,Hazaribagh,840.8333333333334,460.86740432343015,1920.0,0.47861637838691684,0.234,53.53,Elevated
Jammu and Kashmir,Samba,102.46666666666667,66.50627833123174,249.0,1.1626733603142945,-0.674,53.49,Elevated
Andhra Pradesh,Ananthapuramu,685.4,380.20943411901743,1468.0,0.6182874648237511,0.043,53.47,Elevated
Assam,Kamrup Metro,399.03333333333336,230.3398513641024,1171.0,0.7119042202046375,-0.309,53.42,Elevated
Telangana,Mulugu,121.86666666666666,56.071834058755776,243.0,1.3669077035493222,-0.65,53.41,Elevated
Gujarat,Bharuch,771.8333333333334,472.0470522524528,1965.0,0.46290543712107535,0.149,53.39,Elevated
Orissa,Balangir,107.1,62.078009877450384,239.0,1.1735175690256914,-0.669,53.33,Elevated
Andhra Pradesh,Khammam,484.56666666666666,322.98774219650403,1408.0,0.6361513604318249,-0.204,53.32,Elevated
Punjab,Rupnagar,321.8,217.93045394946685,759.0,0.8370787002193694,-0.404,53.3,Elevated
Madhya Pradesh,West Nimar,78.5,52.76934193521709,236.0,1.535523075408228,-0.704,53.27,Elevated
Gujarat,Gandhinagar,688.0666666666667,349.5957205345797,1538.0,0.5917911872662991,0.046,53.23,Elevated
Telangana,Medak,992.4333333333333,531.8396623389249,2113.0,0.41043332391606185,0.421,53.17,Elevated
Assam,Kamrup,709.0666666666667,333.29255382738694,1206.0,0.6918245854853536,0.072,53.14,Elevated
Uttar Pradesh,Prayagraj,390.1666666666667,148.12904051426972,725.0,0.8428663584472093,-0.32,53.11,Elevated
